cat,val1
15.05.2021+00:0015:00,0.00
15.05.2021+00:0016:00,0.00
15.05.2021+00:0017:00,0.00
15.05.2021+00:0018:00,0.00
15.05.2021+00:0019:00,0.00
15.05.2021+00:0020:00,0.00
15.05.2021+00:0021:00,0.00
15.05.2021+00:0022:00,0.00
15.05.2021+00:0023:00,0.00
16.05.2021+00:0000:00,0.00
16.05.2021+00:0001:00,0.00
16.05.2021+00:0002:00,0.00
16.05.2021+00:0003:00,0.00
16.05.2021+00:0004:00,0.00
16.05.2021+00:0005:00,0.00
16.05.2021+00:0006:00,0.00
16.05.2021+00:0007:00,0.00
16.05.2021+00:0008:00,0.00
16.05.2021+00:0009:00,0.00
16.05.2021+00:0010:00,0.00
16.05.2021+00:0011:00,0.00
16.05.2021+00:0012:00,0.00
16.05.2021+00:0013:00,0.00
16.05.2021+00:0014:00,0.00
16.05.2021+00:0015:00,0.00
16.05.2021+00:0016:00,0.00
16.05.2021+00:0017:00,17464.80
16.05.2021+00:0018:00,24122.40
16.05.2021+00:0019:00,23408.00
16.05.2021+00:0020:00,24274.40
16.05.2021+00:0021:00,26843.20
16.05.2021+00:0022:00,29077.60
16.05.2021+00:0023:00,0.00
17.05.2021+00:0000:00,0.00
17.05.2021+00:0001:00,0.00
17.05.2021+00:0002:00,0.00
17.05.2021+00:0003:00,0.00
17.05.2021+00:0004:00,0.00
17.05.2021+00:0005:00,0.00
17.05.2021+00:0006:00,45949.30
17.05.2021+00:0007:00,67723.50
17.05.2021+00:0008:00,66213.50
17.05.2021+00:0009:00,72132.70
17.05.2021+00:0010:00,71876.00
17.05.2021+00:0011:00,47655.60
17.05.2021+00:0012:00,88697.40
17.05.2021+00:0013:00,70230.10
17.05.2021+00:0014:00,25881.40
17.05.2021+00:0015:00,26425.00
17.05.2021+00:0016:00,28010.50
17.05.2021+00:0017:00,27693.40
17.05.2021+00:0018:00,57500.80
17.05.2021+00:0019:00,27919.90
17.05.2021+00:0020:00,17274.40
17.05.2021+00:0021:00,27331.00
17.05.2021+00:0022:00,29188.30
17.05.2021+00:0023:00,0.00
18.05.2021+00:0000:00,0.00
18.05.2021+00:0001:00,0.00
18.05.2021+00:0002:00,0.00
18.05.2021+00:0003:00,0.00
18.05.2021+00:0004:00,0.00
18.05.2021+00:0005:00,22404.80
18.05.2021+00:0006:00,74662.40
18.05.2021+00:0007:00,82232.00
18.05.2021+00:0008:00,80666.40
18.05.2021+00:0009:00,63064.80
18.05.2021+00:0010:00,57182.40
18.05.2021+00:0011:00,57121.60
18.05.2021+00:0012:00,82992.00
18.05.2021+00:0013:00,68445.60
18.05.2021+00:0014:00,23529.60
18.05.2021+00:0015:00,9530.40
18.05.2021+00:0016:00,25429.60
18.05.2021+00:0017:00,19836.00
18.05.2021+00:0018:00,45265.60
18.05.2021+00:0019:00,92172.80
18.05.2021+00:0020:00,23210.40
18.05.2021+00:0021:00,24624.00
18.05.2021+00:0022:00,27922.40
18.05.2021+00:0023:00,0.00
19.05.2021+00:0000:00,0.00
19.05.2021+00:0001:00,0.00
19.05.2021+00:0002:00,0.00
19.05.2021+00:0003:00,0.00
19.05.2021+00:0004:00,0.00
19.05.2021+00:0005:00,0.00
19.05.2021+00:0006:00,37954.40
19.05.2021+00:0007:00,8861.60
19.05.2021+00:0008:00,0.00
19.05.2021+00:0009:00,0.00
19.05.2021+00:0010:00,0.00
19.05.2021+00:0011:00,0.00
19.05.2021+00:0012:00,11749.60
19.05.2021+00:0013:00,0.00
19.05.2021+00:0014:00,0.00
19.05.2021+00:0015:00,0.00
19.05.2021+00:0016:00,0.00
19.05.2021+00:0017:00,0.00
19.05.2021+00:0018:00,7037.60
19.05.2021+00:0019:00,229.50
19.05.2021+00:0020:00,12056.40
19.05.2021+00:0021:00,13112.10
19.05.2021+00:0022:00,21159.90
19.05.2021+00:0023:00,0.00
20.05.2021+00:0000:00,0.00
20.05.2021+00:0001:00,0.00
20.05.2021+00:0002:00,0.00
20.05.2021+00:0003:00,0.00
20.05.2021+00:0004:00,0.00
20.05.2021+00:0005:00,0.00
20.05.2021+00:0006:00,5713.40
20.05.2021+00:0007:00,14214.20
20.05.2021+00:0008:00,19250.00
20.05.2021+00:0009:00,8685.60
20.05.2021+00:0010:00,6791.40
20.05.2021+00:0011:00,9948.40
20.05.2021+00:0012:00,8331.40
20.05.2021+00:0013:00,35574.00
20.05.2021+00:0014:00,0.00
20.05.2021+00:0015:00,0.00
20.05.2021+00:0016:00,0.00
20.05.2021+00:0017:00,0.00
20.05.2021+00:0018:00,12797.40
20.05.2021+00:0019:00,20266.40
20.05.2021+00:0020:00,2956.80
20.05.2021+00:0021:00,3418.80
20.05.2021+00:0022:00,0.00
20.05.2021+00:0023:00,0.00
21.05.2021+00:0000:00,0.00
21.05.2021+00:0001:00,0.00
21.05.2021+00:0002:00,0.00
21.05.2021+00:0003:00,0.00
21.05.2021+00:0004:00,0.00
21.05.2021+00:0005:00,0.00
21.05.2021+00:0006:00,22272.50
21.05.2021+00:0007:00,33174.70
21.05.2021+00:0008:00,35424.60
21.05.2021+00:0009:00,16126.80
21.05.2021+00:0010:00,16776.10
21.05.2021+00:0011:00,37312.10
21.05.2021+00:0012:00,64779.00
21.05.2021+00:0013:00,59962.10
21.05.2021+00:0014:00,0.00
21.05.2021+00:0015:00,0.00
21.05.2021+00:0016:00,0.00
21.05.2021+00:0017:00,0.00
21.05.2021+00:0018:00,17304.60
21.05.2021+00:0019:00,35439.70
21.05.2021+00:0020:00,35545.40
21.05.2021+00:0021:00,25594.50
21.05.2021+00:0022:00,0.00
21.05.2021+00:0023:00,0.00
22.05.2021+00:0000:00,0.00
22.05.2021+00:0001:00,0.00
22.05.2021+00:0002:00,0.00
22.05.2021+00:0003:00,0.00
22.05.2021+00:0004:00,200.85
22.05.2021+00:0005:00,3630.75
22.05.2021+00:0006:00,6828.90
22.05.2021+00:0007:00,18462.75
22.05.2021+00:0008:00,61351.95
22.05.2021+00:0009:00,88080.45
22.05.2021+00:0010:00,74422.65
22.05.2021+00:0011:00,59049.90
22.05.2021+00:0012:00,28397.10
22.05.2021+00:0013:00,27933.60
22.05.2021+00:0014:00,38393.25
22.05.2021+00:0015:00,42997.35
22.05.2021+00:0016:00,63715.80
22.05.2021+00:0017:00,108860.70
22.05.2021+00:0018:00,9918.90
22.05.2021+00:0019:00,17025.90
22.05.2021+00:0020:00,26774.85
22.05.2021+00:0021:00,36384.75
22.05.2021+00:0022:00,92051.10
22.05.2021+00:0023:00,7230.60
23.05.2021+00:0000:00,0.00
23.05.2021+00:0001:00,0.00
23.05.2021+00:0002:00,0.00
23.05.2021+00:0003:00,0.00
23.05.2021+00:0004:00,0.00
23.05.2021+00:0005:00,0.00
23.05.2021+00:0006:00,0.00
23.05.2021+00:0007:00,0.00
23.05.2021+00:0008:00,0.00
23.05.2021+00:0009:00,0.00
23.05.2021+00:0010:00,18988.20
23.05.2021+00:0011:00,3542.00
23.05.2021+00:0012:00,0.00
23.05.2021+00:0013:00,1755.60
23.05.2021+00:0014:00,924.00
23.05.2021+00:0015:00,308.00
23.05.2021+00:0016:00,0.00
23.05.2021+00:0017:00,0.00
23.05.2021+00:0018:00,0.00
23.05.2021+00:0019:00,12196.80
23.05.2021+00:0020:00,13598.20
23.05.2021+00:0021:00,19434.80
23.05.2021+00:0022:00,26087.60
23.05.2021+00:0023:00,5205.20
24.05.2021+00:0000:00,0.00
24.05.2021+00:0001:00,0.00
24.05.2021+00:0002:00,0.00
24.05.2021+00:0003:00,0.00
24.05.2021+00:0004:00,0.00
24.05.2021+00:0005:00,0.00
24.05.2021+00:0006:00,47446.95
24.05.2021+00:0007:00,36415.65
24.05.2021+00:0008:00,62819.70
24.05.2021+00:0009:00,48729.30
24.05.2021+00:0010:00,24766.35
24.05.2021+00:0011:00,66342.30
24.05.2021+00:0012:00,66187.80
24.05.2021+00:0013:00,24040.20
24.05.2021+00:0014:00,0.00
24.05.2021+00:0015:00,0.00
24.05.2021+00:0016:00,0.00
24.05.2021+00:0017:00,0.00
24.05.2021+00:0018:00,66898.50
24.05.2021+00:0019:00,47663.25
24.05.2021+00:0020:00,36709.20
24.05.2021+00:0021:00,27485.55
24.05.2021+00:0022:00,26666.70
24.05.2021+00:0023:00,14461.20
25.05.2021+00:0000:00,0.00
25.05.2021+00:0001:00,0.00
25.05.2021+00:0002:00,0.00
25.05.2021+00:0003:00,0.00
25.05.2021+00:0004:00,0.00
25.05.2021+00:0005:00,0.00
25.05.2021+00:0006:00,17081.00
25.05.2021+00:0007:00,0.00
25.05.2021+00:0008:00,0.00
25.05.2021+00:0009:00,0.00
25.05.2021+00:0010:00,0.00
25.05.2021+00:0011:00,6913.00
25.05.2021+00:0012:00,48654.50
25.05.2021+00:0013:00,21855.00
25.05.2021+00:0014:00,0.00
25.05.2021+00:0015:00,0.00
25.05.2021+00:0016:00,0.00
25.05.2021+00:0017:00,759.50
25.05.2021+00:0018:00,19793.50
25.05.2021+00:0019:00,69145.50
25.05.2021+00:0020:00,0.00
25.05.2021+00:0021:00,0.00
25.05.2021+00:0022:00,0.00
25.05.2021+00:0023:00,0.00
26.05.2021+00:0000:00,0.00
26.05.2021+00:0001:00,0.00
26.05.2021+00:0002:00,0.00
26.05.2021+00:0003:00,0.00
26.05.2021+00:0004:00,0.00
26.05.2021+00:0005:00,0.00
26.05.2021+00:0006:00,14181.60
26.05.2021+00:0007:00,48199.20
26.05.2021+00:0008:00,8542.40
26.05.2021+00:0009:00,38592.80
26.05.2021+00:0010:00,42894.40
26.05.2021+00:0011:00,49305.50
26.05.2021+00:0012:00,26877.00
26.05.2021+00:0013:00,19855.50
26.05.2021+00:0014:00,25094.50
26.05.2021+00:0015:00,26737.50
26.05.2021+00:0016:00,28644.00
26.05.2021+00:0017:00,30637.90
26.05.2021+00:0018:00,32178.10
26.05.2021+00:0019:00,29203.40
26.05.2021+00:0020:00,0.00
26.05.2021+00:0021:00,0.00
26.05.2021+00:0022:00,0.00
26.05.2021+00:0023:00,0.00
27.05.2021+00:0000:00,0.00
27.05.2021+00:0001:00,0.00
27.05.2021+00:0002:00,0.00
27.05.2021+00:0003:00,0.00
27.05.2021+00:0004:00,0.00
27.05.2021+00:0005:00,0.00
27.05.2021+00:0006:00,24128.10
27.05.2021+00:0007:00,25015.50
27.05.2021+00:0008:00,77438.00
27.05.2021+00:0009:00,69858.50
27.05.2021+00:0010:00,65642.50
27.05.2021+00:0011:00,57613.50
27.05.2021+00:0012:00,56714.50
27.05.2021+00:0013:00,47972.50
27.05.2021+00:0014:00,18243.50
27.05.2021+00:0015:00,1193.50
27.05.2021+00:0016:00,0.00
27.05.2021+00:0017:00,17034.50
27.05.2021+00:0018:00,42857.50
27.05.2021+00:0019:00,52033.50
27.05.2021+00:0020:00,27171.50
27.05.2021+00:0021:00,29558.50
27.05.2021+00:0022:00,32627.50
27.05.2021+00:0023:00,30380.00
28.05.2021+00:0000:00,5022.00
28.05.2021+00:0001:00,0.00
28.05.2021+00:0002:00,0.00
28.05.2021+00:0003:00,0.00
28.05.2021+00:0004:00,1224.50
28.05.2021+00:0005:00,28101.50
28.05.2021+00:0006:00,33046.00
28.05.2021+00:0007:00,88412.00
28.05.2021+00:0008:00,87606.00
28.05.2021+00:0009:00,76616.50
28.05.2021+00:0010:00,71238.00
28.05.2021+00:0011:00,70416.50
28.05.2021+00:0012:00,62372.00
28.05.2021+00:0013:00,33991.50
28.05.2021+00:0014:00,31775.00
28.05.2021+00:0015:00,30969.00
28.05.2021+00:0016:00,30876.00
28.05.2021+00:0017:00,31201.50
28.05.2021+00:0018:00,32286.50
28.05.2021+00:0019:00,31294.50
28.05.2021+00:0020:00,32798.00
28.05.2021+00:0021:00,32581.00
28.05.2021+00:0022:00,30240.50
28.05.2021+00:0023:00,0.00
29.05.2021+00:0000:00,0.00
29.05.2021+00:0001:00,0.00
29.05.2021+00:0002:00,0.00
29.05.2021+00:0003:00,0.00
29.05.2021+00:0004:00,0.00
29.05.2021+00:0005:00,0.00
29.05.2021+00:0006:00,19824.50
29.05.2021+00:0007:00,17856.00
29.05.2021+00:0008:00,13190.50
29.05.2021+00:0009:00,13981.00
29.05.2021+00:0010:00,11578.50
29.05.2021+00:0011:00,9951.00
29.05.2021+00:0012:00,4262.50
29.05.2021+00:0013:00,0.00
29.05.2021+00:0014:00,0.00
29.05.2021+00:0015:00,0.00
29.05.2021+00:0016:00,0.00
29.05.2021+00:0017:00,2216.50
29.05.2021+00:0018:00,12756.50
29.05.2021+00:0019:00,18956.50
29.05.2021+00:0020:00,18290.00
29.05.2021+00:0021:00,26474.00
29.05.2021+00:0022:00,27481.50
29.05.2021+00:0023:00,27078.50
30.05.2021+00:0000:00,0.00
30.05.2021+00:0001:00,0.00
30.05.2021+00:0002:00,0.00
30.05.2021+00:0003:00,0.00
30.05.2021+00:0004:00,0.00
30.05.2021+00:0005:00,0.00
30.05.2021+00:0006:00,0.00
30.05.2021+00:0007:00,0.00
30.05.2021+00:0008:00,0.00
30.05.2021+00:0009:00,0.00
30.05.2021+00:0010:00,0.00
30.05.2021+00:0011:00,0.00
30.05.2021+00:0012:00,0.00
30.05.2021+00:0013:00,0.00
30.05.2021+00:0014:00,0.00
30.05.2021+00:0015:00,0.00
30.05.2021+00:0016:00,0.00
30.05.2021+00:0017:00,0.00
30.05.2021+00:0018:00,16770.00
30.05.2021+00:0019:00,20295.60
30.05.2021+00:0020:00,4352.40
30.05.2021+00:0021:00,11856.00
30.05.2021+00:0022:00,0.00
30.05.2021+00:0023:00,0.00
31.05.2021+00:0000:00,0.00
31.05.2021+00:0001:00,0.00
31.05.2021+00:0002:00,0.00
31.05.2021+00:0003:00,0.00
31.05.2021+00:0004:00,0.00
31.05.2021+00:0005:00,0.00
31.05.2021+00:0006:00,20692.50
31.05.2021+00:0007:00,69812.00
31.05.2021+00:0008:00,60248.50
31.05.2021+00:0009:00,40904.50
31.05.2021+00:0010:00,21421.00
31.05.2021+00:0011:00,8618.00
31.05.2021+00:0012:00,9703.00
31.05.2021+00:0013:00,4789.50
31.05.2021+00:0014:00,2852.00
31.05.2021+00:0015:00,0.00
31.05.2021+00:0016:00,9424.00
31.05.2021+00:0017:00,13252.50
31.05.2021+00:0018:00,0.00
31.05.2021+00:0019:00,4743.00
31.05.2021+00:0020:00,28535.50
31.05.2021+00:0021:00,27977.50
31.05.2021+00:0022:00,20088.00
31.05.2021+00:0023:00,0.00
01.06.2021+00:0000:00,0.00
01.06.2021+00:0001:00,0.00
01.06.2021+00:0002:00,0.00
01.06.2021+00:0003:00,0.00
01.06.2021+00:0004:00,0.00
01.06.2021+00:0005:00,0.00
01.06.2021+00:0006:00,47585.00
01.06.2021+00:0007:00,47430.00
01.06.2021+00:0008:00,52111.00
01.06.2021+00:0009:00,41912.00
01.06.2021+00:0010:00,40765.00
01.06.2021+00:0011:00,40625.50
01.06.2021+00:0012:00,44531.50
01.06.2021+00:0013:00,42919.50
01.06.2021+00:0014:00,48220.50
01.06.2021+00:0015:00,0.00
01.06.2021+00:0016:00,0.00
01.06.2021+00:0017:00,0.00
01.06.2021+00:0018:00,46717.00
01.06.2021+00:0019:00,55288.50
01.06.2021+00:0020:00,17081.00
01.06.2021+00:0021:00,21917.00
01.06.2021+00:0022:00,21436.50
01.06.2021+00:0023:00,0.00
02.06.2021+00:0000:00,0.00
02.06.2021+00:0001:00,0.00
02.06.2021+00:0002:00,0.00
02.06.2021+00:0003:00,0.00
02.06.2021+00:0004:00,0.00
02.06.2021+00:0005:00,0.00
02.06.2021+00:0006:00,47290.50
02.06.2021+00:0007:00,44407.50
02.06.2021+00:0008:00,63782.50
02.06.2021+00:0009:00,37928.50
02.06.2021+00:0010:00,69362.50
02.06.2021+00:0011:00,64991.50
02.06.2021+00:0012:00,62573.50
02.06.2021+00:0013:00,45012.00
02.06.2021+00:0014:00,55242.00
02.06.2021+00:0015:00,0.00
02.06.2021+00:0016:00,2619.50
02.06.2021+00:0017:00,9501.50
02.06.2021+00:0018:00,62155.00
02.06.2021+00:0019:00,59954.00
02.06.2021+00:0020:00,19964.00
02.06.2021+00:0021:00,22025.50
02.06.2021+00:0022:00,19034.00
02.06.2021+00:0023:00,0.00
03.06.2021+00:0000:00,0.00
03.06.2021+00:0001:00,0.00
03.06.2021+00:0002:00,0.00
03.06.2021+00:0003:00,0.00
03.06.2021+00:0004:00,0.00
03.06.2021+00:0005:00,0.00
03.06.2021+00:0006:00,14785.65
03.06.2021+00:0007:00,38017.85
03.06.2021+00:0008:00,32321.90
03.06.2021+00:0009:00,57828.90
03.06.2021+00:0010:00,48768.75
03.06.2021+00:0011:00,28681.20
03.06.2021+00:0012:00,52159.05
03.06.2021+00:0013:00,32894.10
03.06.2021+00:0014:00,30257.55
03.06.2021+00:0015:00,16949.25
03.06.2021+00:0016:00,15052.05
03.06.2021+00:0017:00,16837.65
03.06.2021+00:0018:00,55661.40
03.06.2021+00:0019:00,55097.85
03.06.2021+00:0020:00,20764.65
03.06.2021+00:0021:00,23097.75
03.06.2021+00:0022:00,22709.05
03.06.2021+00:0023:00,0.00
04.06.2021+00:0000:00,0.00
04.06.2021+00:0001:00,0.00
04.06.2021+00:0002:00,0.00
04.06.2021+00:0003:00,0.00
04.06.2021+00:0004:00,0.00
04.06.2021+00:0005:00,0.00
04.06.2021+00:0006:00,47246.10
04.06.2021+00:0007:00,55569.15
04.06.2021+00:0008:00,59426.25
04.06.2021+00:0009:00,54938.90
04.06.2021+00:0010:00,46687.95
04.06.2021+00:0011:00,44095.95
04.06.2021+00:0012:00,43119.45
04.06.2021+00:0013:00,51252.30
04.06.2021+00:0014:00,52996.05
04.06.2021+00:0015:00,11257.65
04.06.2021+00:0016:00,10727.55
04.06.2021+00:0017:00,12847.95
04.06.2021+00:0018:00,53754.00
04.06.2021+00:0019:00,53465.00
04.06.2021+00:0020:00,14276.60
04.06.2021+00:0021:00,12901.85
04.06.2021+00:0022:00,12647.70
04.06.2021+00:0023:00,0.00
05.06.2021+00:0000:00,0.00
05.06.2021+00:0001:00,0.00
05.06.2021+00:0002:00,0.00
05.06.2021+00:0003:00,0.00
05.06.2021+00:0004:00,0.00
05.06.2021+00:0005:00,0.00
05.06.2021+00:0006:00,0.00
05.06.2021+00:0007:00,0.00
05.06.2021+00:0008:00,0.00
05.06.2021+00:0009:00,0.00
05.06.2021+00:0010:00,3251.25
05.06.2021+00:0011:00,3858.15
05.06.2021+00:0012:00,0.00
05.06.2021+00:0013:00,0.00
05.06.2021+00:0014:00,0.00
05.06.2021+00:0015:00,0.00
05.06.2021+00:0016:00,0.00
05.06.2021+00:0017:00,8272.35
05.06.2021+00:0018:00,9123.30
05.06.2021+00:0019:00,8063.10
05.06.2021+00:0020:00,0.00
05.06.2021+00:0021:00,0.00
05.06.2021+00:0022:00,0.00
05.06.2021+00:0023:00,0.00
06.06.2021+00:0000:00,0.00
06.06.2021+00:0001:00,0.00
06.06.2021+00:0002:00,0.00
06.06.2021+00:0003:00,0.00
06.06.2021+00:0004:00,0.00
06.06.2021+00:0005:00,0.00
06.06.2021+00:0006:00,0.00
06.06.2021+00:0007:00,0.00
06.06.2021+00:0008:00,0.00
06.06.2021+00:0009:00,0.00
06.06.2021+00:0010:00,0.00
06.06.2021+00:0011:00,0.00
06.06.2021+00:0012:00,0.00
06.06.2021+00:0013:00,0.00
06.06.2021+00:0014:00,0.00
06.06.2021+00:0015:00,0.00
06.06.2021+00:0016:00,0.00
06.06.2021+00:0017:00,0.00
06.06.2021+00:0018:00,0.00
06.06.2021+00:0019:00,0.00
06.06.2021+00:0020:00,0.00
06.06.2021+00:0021:00,0.00
06.06.2021+00:0022:00,0.00
06.06.2021+00:0023:00,0.00
07.06.2021+00:0000:00,0.00
07.06.2021+00:0001:00,0.00
07.06.2021+00:0002:00,0.00
07.06.2021+00:0003:00,0.00
07.06.2021+00:0004:00,0.00
07.06.2021+00:0005:00,0.00
07.06.2021+00:0006:00,45717.10
07.06.2021+00:0007:00,41023.55
07.06.2021+00:0008:00,26342.35
07.06.2021+00:0009:00,13554.10
07.06.2021+00:0010:00,9219.10
07.06.2021+00:0011:00,25504.25
07.06.2021+00:0012:00,41375.70
07.06.2021+00:0013:00,35140.05
07.06.2021+00:0014:00,30113.80
07.06.2021+00:0015:00,0.00
07.06.2021+00:0016:00,0.00
07.06.2021+00:0017:00,0.00
07.06.2021+00:0018:00,37623.15
07.06.2021+00:0019:00,45546.40
07.06.2021+00:0020:00,0.00
07.06.2021+00:0021:00,0.00
07.06.2021+00:0022:00,0.00
07.06.2021+00:0023:00,0.00
08.06.2021+00:0000:00,0.00
08.06.2021+00:0001:00,0.00
08.06.2021+00:0002:00,0.00
08.06.2021+00:0003:00,0.00
08.06.2021+00:0004:00,0.00
08.06.2021+00:0005:00,0.00
08.06.2021+00:0006:00,5172.70
08.06.2021+00:0007:00,32483.60
08.06.2021+00:0008:00,53190.45
08.06.2021+00:0009:00,47381.55
08.06.2021+00:0010:00,44115.85
08.06.2021+00:0011:00,43480.05
08.06.2021+00:0012:00,55116.45
08.06.2021+00:0013:00,51377.85
08.06.2021+00:0014:00,11487.75
08.06.2021+00:0015:00,0.00
08.06.2021+00:0016:00,0.00
08.06.2021+00:0017:00,0.00
08.06.2021+00:0018:00,36814.05
08.06.2021+00:0019:00,32498.05
08.06.2021+00:0020:00,3598.05
08.06.2021+00:0021:00,2485.40
08.06.2021+00:0022:00,0.00
08.06.2021+00:0023:00,0.00
09.06.2021+00:0000:00,0.00
09.06.2021+00:0001:00,0.00
09.06.2021+00:0002:00,0.00
09.06.2021+00:0003:00,0.00
09.06.2021+00:0004:00,0.00
09.06.2021+00:0005:00,0.00
09.06.2021+00:0006:00,53735.10
09.06.2021+00:0007:00,33897.30
09.06.2021+00:0008:00,28443.45
09.06.2021+00:0009:00,25276.20
09.06.2021+00:0010:00,26218.65
09.06.2021+00:0011:00,29787.60
09.06.2021+00:0012:00,30235.65
09.06.2021+00:0013:00,33325.65
09.06.2021+00:0014:00,33418.35
09.06.2021+00:0015:00,0.00
09.06.2021+00:0016:00,0.00
09.06.2021+00:0017:00,11371.20
09.06.2021+00:0018:00,55743.60
09.06.2021+00:0019:00,45917.40
09.06.2021+00:0020:00,5932.80
09.06.2021+00:0021:00,3862.50
09.06.2021+00:0022:00,2487.45
09.06.2021+00:0023:00,0.00
10.06.2021+00:0000:00,0.00
10.06.2021+00:0001:00,0.00
10.06.2021+00:0002:00,0.00
10.06.2021+00:0003:00,0.00
10.06.2021+00:0004:00,0.00
10.06.2021+00:0005:00,0.00
10.06.2021+00:0006:00,39055.60
10.06.2021+00:0007:00,41527.95
10.06.2021+00:0008:00,40674.55
10.06.2021+00:0009:00,44351.70
10.06.2021+00:0010:00,39381.90
10.06.2021+00:0011:00,39758.40
10.06.2021+00:0012:00,42208.25
10.06.2021+00:0013:00,32357.40
10.06.2021+00:0014:00,32479.35
10.06.2021+00:0015:00,19674.60
10.06.2021+00:0016:00,20484.90
10.06.2021+00:0017:00,23702.35
10.06.2021+00:0018:00,51240.35
10.06.2021+00:0019:00,56790.10
10.06.2021+00:0020:00,15707.90
10.06.2021+00:0021:00,13356.90
10.06.2021+00:0022:00,14739.15
10.06.2021+00:0023:00,0.00
11.06.2021+00:0000:00,0.00
11.06.2021+00:0001:00,0.00
11.06.2021+00:0002:00,0.00
11.06.2021+00:0003:00,0.00
11.06.2021+00:0004:00,0.00
11.06.2021+00:0005:00,0.00
11.06.2021+00:0006:00,67365.90
11.06.2021+00:0007:00,85664.95
11.06.2021+00:0008:00,95508.10
11.06.2021+00:0009:00,83223.60
11.06.2021+00:0010:00,60380.65
11.06.2021+00:0011:00,66507.35
11.06.2021+00:0012:00,64641.35
11.06.2021+00:0013:00,51408.30
11.06.2021+00:0014:00,62417.70
11.06.2021+00:0015:00,22718.55
11.06.2021+00:0016:00,6826.45
11.06.2021+00:0017:00,39839.10
11.06.2021+00:0018:00,80626.75
11.06.2021+00:0019:00,85462.80
11.06.2021+00:0020:00,9205.60
11.06.2021+00:0021:00,0.00
11.06.2021+00:0022:00,0.00
11.06.2021+00:0023:00,0.00
12.06.2021+00:0000:00,0.00
12.06.2021+00:0001:00,0.00
12.06.2021+00:0002:00,0.00
12.06.2021+00:0003:00,0.00
12.06.2021+00:0004:00,0.00
12.06.2021+00:0005:00,0.00
12.06.2021+00:0006:00,0.00
12.06.2021+00:0007:00,0.00
12.06.2021+00:0008:00,0.00
12.06.2021+00:0009:00,0.00
12.06.2021+00:0010:00,0.00
12.06.2021+00:0011:00,0.00
12.06.2021+00:0012:00,0.00
12.06.2021+00:0013:00,57879.90
12.06.2021+00:0014:00,77711.55
12.06.2021+00:0015:00,85769.95
12.06.2021+00:0016:00,83572.65
12.06.2021+00:0017:00,76965.70
12.06.2021+00:0018:00,48205.15
12.06.2021+00:0019:00,29904.35
12.06.2021+00:0020:00,20681.50
12.06.2021+00:0021:00,21692.25
12.06.2021+00:0022:00,22531.95
12.06.2021+00:0023:00,17198.30
13.06.2021+00:0000:00,0.00
13.06.2021+00:0001:00,0.00
13.06.2021+00:0002:00,0.00
13.06.2021+00:0003:00,0.00
13.06.2021+00:0004:00,0.00
13.06.2021+00:0005:00,0.00
13.06.2021+00:0006:00,0.00
13.06.2021+00:0007:00,0.00
13.06.2021+00:0008:00,0.00
13.06.2021+00:0009:00,2410.20
13.06.2021+00:0010:00,10509.85
13.06.2021+00:0011:00,20122.70
13.06.2021+00:0012:00,3872.05
13.06.2021+00:0013:00,0.00
13.06.2021+00:0014:00,0.00
13.06.2021+00:0015:00,3767.40
13.06.2021+00:0016:00,0.00
13.06.2021+00:0017:00,0.00
13.06.2021+00:0018:00,26373.15
13.06.2021+00:0019:00,20872.95
13.06.2021+00:0020:00,16855.95
13.06.2021+00:0021:00,13982.25
13.06.2021+00:0022:00,0.00
13.06.2021+00:0023:00,0.00
14.06.2021+00:0000:00,0.00
14.06.2021+00:0001:00,0.00
14.06.2021+00:0002:00,0.00
14.06.2021+00:0003:00,0.00
14.06.2021+00:0004:00,0.00
14.06.2021+00:0005:00,33157.60
14.06.2021+00:0006:00,25015.90
14.06.2021+00:0007:00,28865.20
14.06.2021+00:0008:00,27259.05
14.06.2021+00:0009:00,22627.15
14.06.2021+00:0010:00,16712.15
14.06.2021+00:0011:00,18450.25
14.06.2021+00:0012:00,16930.55
14.06.2021+00:0013:00,16625.70
14.06.2021+00:0014:00,16689.40
14.06.2021+00:0015:00,17785.95
14.06.2021+00:0016:00,17340.05
14.06.2021+00:0017:00,23773.75
14.06.2021+00:0018:00,27145.30
14.06.2021+00:0019:00,31194.80
14.06.2021+00:0020:00,28173.60
14.06.2021+00:0021:00,20775.30
14.06.2021+00:0022:00,17585.75
14.06.2021+00:0023:00,14764.75
15.06.2021+00:0000:00,0.00
15.06.2021+00:0001:00,0.00
15.06.2021+00:0002:00,0.00
15.06.2021+00:0003:00,0.00
15.06.2021+00:0004:00,0.00
15.06.2021+00:0005:00,9928.10
15.06.2021+00:0006:00,29670.55
15.06.2021+00:0007:00,27436.50
15.06.2021+00:0008:00,27377.35
15.06.2021+00:0009:00,27482.00
15.06.2021+00:0010:00,27932.45
15.06.2021+00:0011:00,27654.90
15.06.2021+00:0012:00,28000.70
15.06.2021+00:0013:00,27896.05
15.06.2021+00:0014:00,27113.45
15.06.2021+00:0015:00,17212.65
15.06.2021+00:0016:00,21421.40
15.06.2021+00:0017:00,28273.70
15.06.2021+00:0018:00,31313.10
15.06.2021+00:0019:00,33656.35
15.06.2021+00:0020:00,22558.90
15.06.2021+00:0021:00,25038.65
15.06.2021+00:0022:00,23819.25
15.06.2021+00:0023:00,15215.20
16.06.2021+00:0000:00,3166.80
16.06.2021+00:0001:00,5014.10
