cat,val1
06.02.2021+00:0018:00,25327.00
06.02.2021+00:0019:00,9377.50
06.02.2021+00:0020:00,744.00
06.02.2021+00:0021:00,0.00
06.02.2021+00:0022:00,0.00
06.02.2021+00:0023:00,0.00
07.02.2021+00:0000:00,0.00
07.02.2021+00:0001:00,0.00
07.02.2021+00:0002:00,0.00
07.02.2021+00:0003:00,0.00
07.02.2021+00:0004:00,0.00
07.02.2021+00:0005:00,0.00
07.02.2021+00:0006:00,0.00
07.02.2021+00:0007:00,0.00
07.02.2021+00:0008:00,0.00
07.02.2021+00:0009:00,0.00
07.02.2021+00:0010:00,0.00
07.02.2021+00:0011:00,0.00
07.02.2021+00:0012:00,0.00
07.02.2021+00:0013:00,0.00
07.02.2021+00:0014:00,0.00
07.02.2021+00:0015:00,0.00
07.02.2021+00:0016:00,0.00
07.02.2021+00:0017:00,0.00
07.02.2021+00:0018:00,1678.60
07.02.2021+00:0019:00,0.00
07.02.2021+00:0020:00,0.00
07.02.2021+00:0021:00,0.00
07.02.2021+00:0022:00,0.00
07.02.2021+00:0023:00,0.00
08.02.2021+00:0000:00,0.00
08.02.2021+00:0001:00,0.00
08.02.2021+00:0002:00,0.00
08.02.2021+00:0003:00,0.00
08.02.2021+00:0004:00,0.00
08.02.2021+00:0005:00,16569.50
08.02.2021+00:0006:00,29078.00
08.02.2021+00:0007:00,33092.50
08.02.2021+00:0008:00,47197.50
08.02.2021+00:0009:00,36084.00
08.02.2021+00:0010:00,0.00
