cat,val1
14.10.2021+00:0006:00,102471.16
14.10.2021+00:0007:00,122017.74
14.10.2021+00:0008:00,144018.96
14.10.2021+00:0009:00,130961.08
14.10.2021+00:0010:00,111867.20
14.10.2021+00:0011:00,91173.78
14.10.2021+00:0012:00,85439.58
14.10.2021+00:0013:00,115690.00
14.10.2021+00:0014:00,124995.50
14.10.2021+00:0015:00,128556.74
14.10.2021+00:0016:00,137479.96
14.10.2021+00:0017:00,119764.30
14.10.2021+00:0018:00,124090.10
14.10.2021+00:0019:00,84393.34
14.10.2021+00:0020:00,68498.54
14.10.2021+00:0021:00,0.00
14.10.2021+00:0022:00,55541.26
14.10.2021+00:0023:00,66013.72
15.10.2021+00:0000:00,65359.82
15.10.2021+00:0001:00,70550.78
15.10.2021+00:0002:00,60852.94
15.10.2021+00:0003:00,48016.38
15.10.2021+00:0004:00,61909.24
15.10.2021+00:0005:00,62392.12
15.10.2021+00:0006:00,80852.22
15.10.2021+00:0007:00,98668.48
15.10.2021+00:0008:00,65500.66
15.10.2021+00:0009:00,15190.60
15.10.2021+00:0010:00,6438.40
15.10.2021+00:0011:00,6307.62
15.10.2021+00:0012:00,15331.44
15.10.2021+00:0013:00,45722.70
15.10.2021+00:0014:00,64967.48
15.10.2021+00:0015:00,75349.40
15.10.2021+00:0016:00,56989.90
15.10.2021+00:0017:00,93849.74
15.10.2021+00:0018:00,104191.42
15.10.2021+00:0019:00,66375.88
15.10.2021+00:0020:00,113798.72
15.10.2021+00:0021:00,0.00
15.10.2021+00:0022:00,0.00
15.10.2021+00:0023:00,51155.10
16.10.2021+00:0000:00,0.00
16.10.2021+00:0001:00,81194.26
16.10.2021+00:0002:00,40743.00
16.10.2021+00:0003:00,36920.20
16.10.2021+00:0004:00,81405.52
16.10.2021+00:0005:00,79021.30
16.10.2021+00:0006:00,44404.84
16.10.2021+00:0007:00,0.00
16.10.2021+00:0008:00,76194.44
16.10.2021+00:0009:00,71023.60
16.10.2021+00:0010:00,0.00
16.10.2021+00:0011:00,0.00
16.10.2021+00:0012:00,0.00
16.10.2021+00:0013:00,0.00
16.10.2021+00:0014:00,66023.78
16.10.2021+00:0015:00,11528.76
16.10.2021+00:0016:00,0.00
16.10.2021+00:0017:00,70631.26
16.10.2021+00:0018:00,105609.88
16.10.2021+00:0019:00,118808.60
16.10.2021+00:0020:00,0.00
16.10.2021+00:0021:00,0.00
16.10.2021+00:0022:00,0.00
16.10.2021+00:0023:00,13882.80
17.10.2021+00:0000:00,0.00
17.10.2021+00:0001:00,0.00
17.10.2021+00:0002:00,0.00
17.10.2021+00:0003:00,0.00
17.10.2021+00:0004:00,0.00
17.10.2021+00:0005:00,0.00
17.10.2021+00:0006:00,0.00
17.10.2021+00:0007:00,0.00
17.10.2021+00:0008:00,38248.12
17.10.2021+00:0009:00,30320.84
17.10.2021+00:0010:00,21629.00
17.10.2021+00:0011:00,23178.24
17.10.2021+00:0012:00,35069.16
17.10.2021+00:0013:00,28630.76
17.10.2021+00:0014:00,27423.56
17.10.2021+00:0015:00,19174.36
17.10.2021+00:0016:00,0.00
17.10.2021+00:0017:00,39012.68
17.10.2021+00:0018:00,46356.48
17.10.2021+00:0019:00,81143.96
17.10.2021+00:0020:00,83890.34
17.10.2021+00:0021:00,44726.76
17.10.2021+00:0022:00,12997.52
17.10.2021+00:0023:00,0.00
18.10.2021+00:0000:00,57714.22
18.10.2021+00:0001:00,5975.64
18.10.2021+00:0002:00,0.00
18.10.2021+00:0003:00,0.00
18.10.2021+00:0004:00,50219.52
18.10.2021+00:0005:00,10512.70
18.10.2021+00:0006:00,117088.34
18.10.2021+00:0007:00,76184.38
18.10.2021+00:0008:00,68890.88
18.10.2021+00:0009:00,69001.54
18.10.2021+00:0010:00,65420.18
18.10.2021+00:0011:00,80449.82
18.10.2021+00:0012:00,85399.34
18.10.2021+00:0013:00,83256.56
18.10.2021+00:0014:00,91968.52
18.10.2021+00:0015:00,82592.60
18.10.2021+00:0016:00,73769.98
18.10.2021+00:0017:00,33882.08
18.10.2021+00:0018:00,0.00
18.10.2021+00:0019:00,0.00
18.10.2021+00:0020:00,58539.14
18.10.2021+00:0021:00,28399.38
18.10.2021+00:0022:00,0.00
18.10.2021+00:0023:00,3178.96
19.10.2021+00:0000:00,0.00
19.10.2021+00:0001:00,0.00
19.10.2021+00:0002:00,0.00
19.10.2021+00:0003:00,0.00
19.10.2021+00:0004:00,0.00
19.10.2021+00:0005:00,0.00
19.10.2021+00:0006:00,0.00
19.10.2021+00:0007:00,0.00
19.10.2021+00:0008:00,0.00
19.10.2021+00:0009:00,0.00
19.10.2021+00:0010:00,0.00
19.10.2021+00:0011:00,0.00
19.10.2021+00:0012:00,0.00
19.10.2021+00:0013:00,0.00
19.10.2021+00:0014:00,0.00
19.10.2021+00:0015:00,0.00
19.10.2021+00:0016:00,0.00
19.10.2021+00:0017:00,0.00
19.10.2021+00:0018:00,0.00
19.10.2021+00:0019:00,0.00
19.10.2021+00:0020:00,0.00
19.10.2021+00:0021:00,0.00
19.10.2021+00:0022:00,251.50
19.10.2021+00:0023:00,34254.30
20.10.2021+00:0000:00,50269.82
20.10.2021+00:0001:00,33137.64
20.10.2021+00:0002:00,0.00
20.10.2021+00:0003:00,16468.22
20.10.2021+00:0004:00,60993.78
20.10.2021+00:0005:00,57985.84
20.10.2021+00:0006:00,74172.38
20.10.2021+00:0007:00,10412.10
20.10.2021+00:0008:00,513.06
20.10.2021+00:0009:00,31558.22
20.10.2021+00:0010:00,22624.94
20.10.2021+00:0011:00,31668.88
20.10.2021+00:0012:00,32986.74
20.10.2021+00:0013:00,38288.36
20.10.2021+00:0014:00,52503.14
20.10.2021+00:0015:00,48006.32
20.10.2021+00:0016:00,40451.26
20.10.2021+00:0017:00,372.22
20.10.2021+00:0018:00,0.00
20.10.2021+00:0019:00,4879.10
20.10.2021+00:0020:00,70731.86
20.10.2021+00:0021:00,38710.88
20.10.2021+00:0022:00,0.00
20.10.2021+00:0023:00,1337.98
21.10.2021+00:0000:00,20089.82
21.10.2021+00:0001:00,19164.30
21.10.2021+00:0002:00,7353.86
21.10.2021+00:0003:00,6015.88
21.10.2021+00:0004:00,14345.56
21.10.2021+00:0005:00,30039.16
21.10.2021+00:0006:00,56436.60
21.10.2021+00:0007:00,0.00
21.10.2021+00:0008:00,0.00
21.10.2021+00:0009:00,0.00
21.10.2021+00:0010:00,0.00
21.10.2021+00:0011:00,0.00
21.10.2021+00:0012:00,0.00
21.10.2021+00:0013:00,0.00
21.10.2021+00:0014:00,0.00
21.10.2021+00:0015:00,0.00
21.10.2021+00:0016:00,0.00
21.10.2021+00:0017:00,0.00
21.10.2021+00:0018:00,0.00
21.10.2021+00:0019:00,0.00
21.10.2021+00:0020:00,0.00
21.10.2021+00:0021:00,0.00
21.10.2021+00:0022:00,0.00
21.10.2021+00:0023:00,0.00
22.10.2021+00:0000:00,56366.18
22.10.2021+00:0001:00,33298.60
22.10.2021+00:0002:00,0.00
22.10.2021+00:0003:00,26337.08
22.10.2021+00:0004:00,0.00
22.10.2021+00:0005:00,36326.66
22.10.2021+00:0006:00,34475.62
22.10.2021+00:0007:00,0.00
22.10.2021+00:0008:00,0.00
22.10.2021+00:0009:00,0.00
22.10.2021+00:0010:00,0.00
22.10.2021+00:0011:00,12947.22
22.10.2021+00:0012:00,21297.02
22.10.2021+00:0013:00,45823.30
22.10.2021+00:0014:00,47070.74
22.10.2021+00:0015:00,38157.58
22.10.2021+00:0016:00,15180.54
22.10.2021+00:0017:00,0.00
22.10.2021+00:0018:00,0.00
22.10.2021+00:0019:00,0.00
22.10.2021+00:0020:00,51557.50
22.10.2021+00:0021:00,60752.34
22.10.2021+00:0022:00,67200.80
22.10.2021+00:0023:00,43589.98
23.10.2021+00:0000:00,48187.40
23.10.2021+00:0001:00,45591.92
23.10.2021+00:0002:00,45280.06
23.10.2021+00:0003:00,46386.66
23.10.2021+00:0004:00,45109.04
23.10.2021+00:0005:00,48972.08
23.10.2021+00:0006:00,50974.02
23.10.2021+00:0007:00,50078.68
23.10.2021+00:0008:00,57050.26
23.10.2021+00:0009:00,0.00
23.10.2021+00:0010:00,0.00
23.10.2021+00:0011:00,0.00
23.10.2021+00:0012:00,0.00
23.10.2021+00:0013:00,0.00
23.10.2021+00:0014:00,0.00
23.10.2021+00:0015:00,0.00
23.10.2021+00:0016:00,0.00
23.10.2021+00:0017:00,0.00
23.10.2021+00:0018:00,0.00
23.10.2021+00:0019:00,0.00
23.10.2021+00:0020:00,21558.58
23.10.2021+00:0021:00,0.00
23.10.2021+00:0022:00,0.00
23.10.2021+00:0023:00,0.00
24.10.2021+00:0000:00,14743.23
24.10.2021+00:0001:00,38167.64
24.10.2021+00:0002:00,40561.92
24.10.2021+00:0003:00,36638.52
24.10.2021+00:0004:00,30501.92
24.10.2021+00:0005:00,27695.18
24.10.2021+00:0006:00,31588.40
24.10.2021+00:0007:00,50289.94
24.10.2021+00:0008:00,51738.58
24.10.2021+00:0009:00,47543.56
24.10.2021+00:0010:00,51346.24
24.10.2021+00:0011:00,48569.68
24.10.2021+00:0012:00,46557.68
24.10.2021+00:0013:00,40089.10
24.10.2021+00:0014:00,38338.66
24.10.2021+00:0015:00,56336.00
24.10.2021+00:0016:00,70691.62
24.10.2021+00:0017:00,36336.72
24.10.2021+00:0018:00,64172.74
24.10.2021+00:0019:00,109261.66
24.10.2021+00:0020:00,80983.00
24.10.2021+00:0021:00,59645.74
24.10.2021+00:0022:00,55450.72
24.10.2021+00:0023:00,47533.50
25.10.2021+00:0000:00,52432.72
25.10.2021+00:0001:00,59323.82
25.10.2021+00:0002:00,26417.56
25.10.2021+00:0003:00,28479.86
25.10.2021+00:0004:00,58961.66
25.10.2021+00:0005:00,0.00
25.10.2021+00:0006:00,10210.90
25.10.2021+00:0007:00,27383.32
25.10.2021+00:0008:00,14566.88
25.10.2021+00:0009:00,3450.58
25.10.2021+00:0010:00,3450.58
25.10.2021+00:0011:00,5945.46
25.10.2021+00:0012:00,8510.76
25.10.2021+00:0013:00,3058.24
25.10.2021+00:0014:00,8953.40
25.10.2021+00:0015:00,9104.30
25.10.2021+00:0016:00,13399.92
25.10.2021+00:0017:00,28288.72
25.10.2021+00:0018:00,81304.92
25.10.2021+00:0019:00,31829.84
25.10.2021+00:0020:00,32292.60
25.10.2021+00:0021:00,42322.42
25.10.2021+00:0022:00,66416.12
25.10.2021+00:0023:00,54384.36
26.10.2021+00:0000:00,59504.90
26.10.2021+00:0001:00,59162.86
26.10.2021+00:0002:00,59343.94
26.10.2021+00:0003:00,59273.52
26.10.2021+00:0004:00,58307.76
26.10.2021+00:0005:00,68307.40
26.10.2021+00:0006:00,110227.42
26.10.2021+00:0007:00,119583.22
26.10.2021+00:0008:00,123808.42
26.10.2021+00:0009:00,115106.52
26.10.2021+00:0010:00,102149.24
26.10.2021+00:0011:00,97883.80
26.10.2021+00:0012:00,103708.54
26.10.2021+00:0013:00,96022.70
26.10.2021+00:0014:00,75540.54
26.10.2021+00:0015:00,84986.88
26.10.2021+00:0016:00,61466.60
26.10.2021+00:0017:00,102742.78
26.10.2021+00:0018:00,117671.82
26.10.2021+00:0019:00,100308.26
26.10.2021+00:0020:00,40390.90
26.10.2021+00:0021:00,77492.18
26.10.2021+00:0022:00,51255.70
26.10.2021+00:0023:00,45491.32
27.10.2021+00:0000:00,71526.60
27.10.2021+00:0001:00,48076.74
27.10.2021+00:0002:00,44706.64
27.10.2021+00:0003:00,41698.70
27.10.2021+00:0004:00,36547.98
27.10.2021+00:0005:00,0.00
27.10.2021+00:0006:00,0.00
27.10.2021+00:0007:00,0.00
27.10.2021+00:0008:00,44787.12
27.10.2021+00:0009:00,23198.36
27.10.2021+00:0010:00,10019.76
27.10.2021+00:0011:00,0.00
27.10.2021+00:0012:00,0.00
27.10.2021+00:0013:00,0.00
27.10.2021+00:0014:00,0.00
27.10.2021+00:0015:00,30984.80
27.10.2021+00:0016:00,25813.96
27.10.2021+00:0017:00,0.00
27.10.2021+00:0018:00,0.00
27.10.2021+00:0019:00,0.00
27.10.2021+00:0020:00,0.00
27.10.2021+00:0021:00,0.00
27.10.2021+00:0022:00,35491.68
27.10.2021+00:0023:00,48318.18
28.10.2021+00:0000:00,0.00
28.10.2021+00:0001:00,0.00
28.10.2021+00:0002:00,0.00
28.10.2021+00:0003:00,0.00
28.10.2021+00:0004:00,0.00
28.10.2021+00:0005:00,23459.92
28.10.2021+00:0006:00,60792.58
28.10.2021+00:0007:00,68428.12
28.10.2021+00:0008:00,82592.60
28.10.2021+00:0009:00,103215.60
28.10.2021+00:0010:00,96656.48
28.10.2021+00:0011:00,105106.88
28.10.2021+00:0012:00,104754.78
28.10.2021+00:0013:00,91988.64
28.10.2021+00:0014:00,96777.20
28.10.2021+00:0015:00,124261.12
28.10.2021+00:0016:00,130538.56
28.10.2021+00:0017:00,143646.74
28.10.2021+00:0018:00,117400.20
28.10.2021+00:0019:00,130689.46
28.10.2021+00:0020:00,125639.34
28.10.2021+00:0021:00,83005.06
28.10.2021+00:0022:00,33278.48
28.10.2021+00:0023:00,28077.46
29.10.2021+00:0000:00,76063.66
29.10.2021+00:0001:00,72240.86
29.10.2021+00:0002:00,53770.70
29.10.2021+00:0003:00,54072.50
29.10.2021+00:0004:00,53509.14
29.10.2021+00:0005:00,76586.78
29.10.2021+00:0006:00,117792.54
29.10.2021+00:0007:00,115056.22
29.10.2021+00:0008:00,110096.64
29.10.2021+00:0009:00,58891.24
29.10.2021+00:0010:00,19717.60
29.10.2021+00:0011:00,0.00
29.10.2021+00:0012:00,985.88
29.10.2021+00:0013:00,60561.20
29.10.2021+00:0014:00,68498.54
29.10.2021+00:0015:00,82049.36
29.10.2021+00:0016:00,84353.10
29.10.2021+00:0017:00,97742.96
29.10.2021+00:0018:00,77532.42
29.10.2021+00:0019:00,93678.72
29.10.2021+00:0020:00,90529.94
29.10.2021+00:0021:00,73256.92
29.10.2021+00:0022:00,70077.96
29.10.2021+00:0023:00,52845.18
30.10.2021+00:0000:00,0.00
30.10.2021+00:0001:00,0.00
30.10.2021+00:0002:00,0.00
30.10.2021+00:0003:00,0.00
30.10.2021+00:0004:00,0.00
30.10.2021+00:0005:00,56989.90
30.10.2021+00:0006:00,70591.02
30.10.2021+00:0007:00,71114.14
30.10.2021+00:0008:00,102169.36
30.10.2021+00:0009:00,97592.06
30.10.2021+00:0010:00,93457.40
30.10.2021+00:0011:00,84514.06
30.10.2021+00:0012:00,68478.42
30.10.2021+00:0013:00,64062.08
30.10.2021+00:0014:00,64927.24
30.10.2021+00:0015:00,63629.50
30.10.2021+00:0016:00,61567.20
30.10.2021+00:0017:00,43006.50
30.10.2021+00:0018:00,79564.54
30.10.2021+00:0019:00,86797.68
30.10.2021+00:0020:00,71757.98
30.10.2021+00:0021:00,44817.30
30.10.2021+00:0022:00,6911.22
30.10.2021+00:0023:00,37141.52
31.10.2021+00:0000:00,0.00
31.10.2021+00:0001:00,0.00
31.10.2021+00:0002:00,0.00
31.10.2021+00:0002:00 ,0.00
31.10.2021+00:0003:00,0.00
31.10.2021+00:0004:00,0.00
31.10.2021+00:0005:00,0.00
31.10.2021+00:0006:00,0.00
31.10.2021+00:0007:00,0.00
31.10.2021+00:0008:00,17393.74
31.10.2021+00:0009:00,1730.32
31.10.2021+00:0010:00,0.00
31.10.2021+00:0011:00,0.00
31.10.2021+00:0012:00,0.00
31.10.2021+00:0013:00,1287.68
31.10.2021+00:0014:00,4949.52
31.10.2021+00:0015:00,12866.74
31.10.2021+00:0016:00,20200.48
31.10.2021+00:0017:00,18490.28
31.10.2021+00:0018:00,21085.76
31.10.2021+00:0019:00,32202.06
31.10.2021+00:0020:00,35421.26
31.10.2021+00:0021:00,46527.50
31.10.2021+00:0022:00,42211.76
31.10.2021+00:0023:00,30672.94
01.11.2021+00:0000:00,45551.68
01.11.2021+00:0001:00,42181.58
01.11.2021+00:0002:00,30924.44
01.11.2021+00:0003:00,25099.70
01.11.2021+00:0004:00,24657.06
01.11.2021+00:0005:00,0.00
01.11.2021+00:0006:00,0.00
01.11.2021+00:0007:00,0.00
01.11.2021+00:0008:00,0.00
01.11.2021+00:0009:00,0.00
01.11.2021+00:0010:00,0.00
01.11.2021+00:0011:00,0.00
01.11.2021+00:0012:00,0.00
01.11.2021+00:0013:00,0.00
01.11.2021+00:0014:00,653.90
01.11.2021+00:0015:00,0.00
01.11.2021+00:0016:00,0.00
01.11.2021+00:0017:00,3641.72
01.11.2021+00:0018:00,2696.08
01.11.2021+00:0019:00,19234.72
01.11.2021+00:0020:00,62351.88
01.11.2021+00:0021:00,62854.88
01.11.2021+00:0022:00,46034.56
01.11.2021+00:0023:00,49615.92
02.11.2021+00:0000:00,0.00
02.11.2021+00:0001:00,0.00
02.11.2021+00:0002:00,0.00
02.11.2021+00:0003:00,0.00
02.11.2021+00:0004:00,0.00
02.11.2021+00:0005:00,0.00
02.11.2021+00:0006:00,21317.14
02.11.2021+00:0007:00,39123.34
02.11.2021+00:0008:00,35018.86
02.11.2021+00:0009:00,54615.74
02.11.2021+00:0010:00,83226.38
02.11.2021+00:0011:00,60410.30
02.11.2021+00:0012:00,38529.80
02.11.2021+00:0013:00,36306.54
02.11.2021+00:0014:00,34676.82
02.11.2021+00:0015:00,35018.86
02.11.2021+00:0016:00,27343.08
02.11.2021+00:0017:00,34586.28
02.11.2021+00:0018:00,33348.90
02.11.2021+00:0019:00,61396.18
02.11.2021+00:0020:00,85721.26
02.11.2021+00:0021:00,70560.84
02.11.2021+00:0022:00,0.00
02.11.2021+00:0023:00,1680.02
03.11.2021+00:0000:00,29274.60
03.11.2021+00:0001:00,0.00
03.11.2021+00:0002:00,0.00
03.11.2021+00:0003:00,0.00
03.11.2021+00:0004:00,58046.20
03.11.2021+00:0005:00,60933.42
03.11.2021+00:0006:00,33761.36
03.11.2021+00:0007:00,28842.02
03.11.2021+00:0008:00,44827.36
03.11.2021+00:0009:00,41990.44
03.11.2021+00:0010:00,34012.86
03.11.2021+00:0011:00,40199.76
03.11.2021+00:0012:00,37714.94
03.11.2021+00:0013:00,28892.32
03.11.2021+00:0014:00,28842.02
03.11.2021+00:0015:00,36065.10
03.11.2021+00:0016:00,56889.30
03.11.2021+00:0017:00,45984.26
03.11.2021+00:0018:00,19325.26
03.11.2021+00:0019:00,34646.64
03.11.2021+00:0020:00,9094.24
03.11.2021+00:0021:00,27272.66
03.11.2021+00:0022:00,23590.70
03.11.2021+00:0023:00,25471.92
04.11.2021+00:0000:00,30823.84
04.11.2021+00:0001:00,44656.34
04.11.2021+00:0002:00,37252.18
04.11.2021+00:0003:00,36517.80
04.11.2021+00:0004:00,40240.00
04.11.2021+00:0005:00,38117.34
04.11.2021+00:0006:00,19365.50
04.11.2021+00:0007:00,0.00
04.11.2021+00:0008:00,0.00
04.11.2021+00:0009:00,0.00
04.11.2021+00:0010:00,0.00
04.11.2021+00:0011:00,0.00
04.11.2021+00:0012:00,0.00
04.11.2021+00:0013:00,0.00
04.11.2021+00:0014:00,0.00
04.11.2021+00:0015:00,0.00
04.11.2021+00:0016:00,0.00
04.11.2021+00:0017:00,0.00
04.11.2021+00:0018:00,0.00
04.11.2021+00:0019:00,0.00
04.11.2021+00:0020:00,0.00
04.11.2021+00:0021:00,0.00
04.11.2021+00:0022:00,0.00
04.11.2021+00:0023:00,0.00
05.11.2021+00:0000:00,0.00
05.11.2021+00:0001:00,0.00
05.11.2021+00:0002:00,0.00
05.11.2021+00:0003:00,0.00
05.11.2021+00:0004:00,0.00
05.11.2021+00:0005:00,0.00
05.11.2021+00:0006:00,0.00
05.11.2021+00:0007:00,0.00
05.11.2021+00:0008:00,0.00
05.11.2021+00:0009:00,0.00
05.11.2021+00:0010:00,0.00
05.11.2021+00:0011:00,0.00
05.11.2021+00:0012:00,0.00
05.11.2021+00:0013:00,0.00
05.11.2021+00:0014:00,0.00
05.11.2021+00:0015:00,0.00
05.11.2021+00:0016:00,0.00
05.11.2021+00:0017:00,0.00
05.11.2021+00:0018:00,0.00
05.11.2021+00:0019:00,0.00
05.11.2021+00:0020:00,0.00
05.11.2021+00:0021:00,0.00
05.11.2021+00:0022:00,0.00
05.11.2021+00:0023:00,0.00
06.11.2021+00:0000:00,0.00
06.11.2021+00:0001:00,0.00
06.11.2021+00:0002:00,0.00
06.11.2021+00:0003:00,0.00
06.11.2021+00:0004:00,0.00
06.11.2021+00:0005:00,0.00
06.11.2021+00:0006:00,0.00
06.11.2021+00:0007:00,0.00
06.11.2021+00:0008:00,0.00
06.11.2021+00:0009:00,0.00
06.11.2021+00:0010:00,0.00
06.11.2021+00:0011:00,0.00
06.11.2021+00:0012:00,0.00
06.11.2021+00:0013:00,0.00
06.11.2021+00:0014:00,0.00
06.11.2021+00:0015:00,0.00
06.11.2021+00:0016:00,0.00
06.11.2021+00:0017:00,0.00
06.11.2021+00:0018:00,65098.26
06.11.2021+00:0019:00,74554.66
06.11.2021+00:0020:00,0.00
06.11.2021+00:0021:00,0.00
06.11.2021+00:0022:00,0.00
06.11.2021+00:0023:00,0.00
07.11.2021+00:0000:00,0.00
07.11.2021+00:0001:00,0.00
07.11.2021+00:0002:00,0.00
07.11.2021+00:0003:00,0.00
07.11.2021+00:0004:00,0.00
07.11.2021+00:0005:00,0.00
07.11.2021+00:0006:00,0.00
07.11.2021+00:0007:00,0.00
07.11.2021+00:0008:00,0.00
07.11.2021+00:0009:00,352.10
07.11.2021+00:0010:00,35592.28
07.11.2021+00:0011:00,35843.78
07.11.2021+00:0012:00,36698.88
07.11.2021+00:0013:00,0.00
07.11.2021+00:0014:00,0.00
07.11.2021+00:0015:00,0.00
07.11.2021+00:0016:00,0.00
07.11.2021+00:0017:00,0.00
07.11.2021+00:0018:00,0.00
07.11.2021+00:0019:00,15753.96
07.11.2021+00:0020:00,55933.60
07.11.2021+00:0021:00,54967.84
07.11.2021+00:0022:00,0.00
07.11.2021+00:0023:00,0.00
08.11.2021+00:0000:00,0.00
08.11.2021+00:0001:00,0.00
08.11.2021+00:0002:00,0.00
08.11.2021+00:0003:00,0.00
08.11.2021+00:0004:00,0.00
08.11.2021+00:0005:00,0.00
08.11.2021+00:0006:00,0.00
08.11.2021+00:0007:00,0.00
08.11.2021+00:0008:00,0.00
08.11.2021+00:0009:00,0.00
08.11.2021+00:0010:00,0.00
08.11.2021+00:0011:00,0.00
08.11.2021+00:0012:00,0.00
08.11.2021+00:0013:00,0.00
08.11.2021+00:0014:00,0.00
08.11.2021+00:0015:00,0.00
08.11.2021+00:0016:00,0.00
08.11.2021+00:0017:00,0.00
08.11.2021+00:0018:00,0.00
08.11.2021+00:0019:00,0.00
08.11.2021+00:0020:00,0.00
08.11.2021+00:0021:00,0.00
08.11.2021+00:0022:00,0.00
08.11.2021+00:0023:00,0.00
09.11.2021+00:0000:00,32202.06
09.11.2021+00:0001:00,38217.94
09.11.2021+00:0002:00,39445.26
09.11.2021+00:0003:00,39887.90
09.11.2021+00:0004:00,38318.54
09.11.2021+00:0005:00,0.00
09.11.2021+00:0006:00,0.00
09.11.2021+00:0007:00,63418.24
09.11.2021+00:0008:00,85137.78
09.11.2021+00:0009:00,59766.46
09.11.2021+00:0010:00,11055.94
09.11.2021+00:0011:00,0.00
09.11.2021+00:0012:00,24244.60
09.11.2021+00:0013:00,67864.76
09.11.2021+00:0014:00,87602.48
09.11.2021+00:0015:00,95539.82
09.11.2021+00:0016:00,58740.34
09.11.2021+00:0017:00,0.00
09.11.2021+00:0018:00,0.00
09.11.2021+00:0019:00,39626.34
09.11.2021+00:0020:00,0.00
09.11.2021+00:0021:00,26166.06
09.11.2021+00:0022:00,6961.52
09.11.2021+00:0023:00,0.00
10.11.2021+00:0000:00,0.00
10.11.2021+00:0001:00,0.00
10.11.2021+00:0002:00,0.00
10.11.2021+00:0003:00,0.00
10.11.2021+00:0004:00,0.00
10.11.2021+00:0005:00,45773.00
10.11.2021+00:0006:00,67834.58
10.11.2021+00:0007:00,97551.82
10.11.2021+00:0008:00,68830.52
10.11.2021+00:0009:00,56919.48
10.11.2021+00:0010:00,51869.36
10.11.2021+00:0011:00,32332.84
10.11.2021+00:0012:00,14295.26
10.11.2021+00:0013:00,16850.50
10.11.2021+00:0014:00,51376.42
10.11.2021+00:0015:00,0.00
10.11.2021+00:0016:00,0.00
10.11.2021+00:0017:00,0.00
10.11.2021+00:0018:00,0.00
10.11.2021+00:0019:00,0.00
10.11.2021+00:0020:00,0.00
10.11.2021+00:0021:00,0.00
10.11.2021+00:0022:00,0.00
10.11.2021+00:0023:00,0.00
11.11.2021+00:0000:00,0.00
11.11.2021+00:0001:00,0.00
11.11.2021+00:0002:00,0.00
11.11.2021+00:0003:00,0.00
11.11.2021+00:0004:00,52533.32
11.11.2021+00:0005:00,81747.56
11.11.2021+00:0006:00,89825.74
11.11.2021+00:0007:00,98638.30
11.11.2021+00:0008:00,100861.56
11.11.2021+00:0009:00,133234.64
11.11.2021+00:0010:00,127560.80
11.11.2021+00:0011:00,127067.86
11.11.2021+00:0012:00,133103.86
11.11.2021+00:0013:00,134964.96
11.11.2021+00:0014:00,135779.82
11.11.2021+00:0015:00,117661.76
11.11.2021+00:0016:00,92682.78
11.11.2021+00:0017:00,60772.46
11.11.2021+00:0018:00,62995.72
11.11.2021+00:0019:00,30069.34
11.11.2021+00:0020:00,40773.18
11.11.2021+00:0021:00,39515.68
11.11.2021+00:0022:00,0.00
11.11.2021+00:0023:00,0.00
12.11.2021+00:0000:00,0.00
12.11.2021+00:0001:00,0.00
12.11.2021+00:0002:00,0.00
12.11.2021+00:0003:00,5985.70
12.11.2021+00:0004:00,45974.20
12.11.2021+00:0005:00,85992.88
12.11.2021+00:0006:00,111927.56
12.11.2021+00:0007:00,0.00
12.11.2021+00:0008:00,0.00
12.11.2021+00:0009:00,0.00
12.11.2021+00:0010:00,0.00
12.11.2021+00:0011:00,0.00
12.11.2021+00:0012:00,0.00
12.11.2021+00:0013:00,0.00
12.11.2021+00:0014:00,59565.26
12.11.2021+00:0015:00,82320.98
12.11.2021+00:0016:00,83638.84
12.11.2021+00:0017:00,106756.72
12.11.2021+00:0018:00,27433.62
12.11.2021+00:0019:00,21679.30
12.11.2021+00:0020:00,2615.60
12.11.2021+00:0021:00,22876.44
12.11.2021+00:0022:00,2494.88
12.11.2021+00:0023:00,59172.92
13.11.2021+00:0000:00,82361.22
13.11.2021+00:0001:00,77240.68
13.11.2021+00:0002:00,82652.96
13.11.2021+00:0003:00,92622.42
13.11.2021+00:0004:00,92421.22
13.11.2021+00:0005:00,82914.52
13.11.2021+00:0006:00,62804.58
13.11.2021+00:0007:00,61687.92
13.11.2021+00:0008:00,58861.06
13.11.2021+00:0009:00,88427.40
13.11.2021+00:0010:00,125458.26
13.11.2021+00:0011:00,118838.78
13.11.2021+00:0012:00,116011.92
13.11.2021+00:0013:00,126273.12
13.11.2021+00:0014:00,117983.68
13.11.2021+00:0015:00,107903.56
13.11.2021+00:0016:00,78920.70
13.11.2021+00:0017:00,83950.70
13.11.2021+00:0018:00,95056.94
13.11.2021+00:0019:00,80409.58
13.11.2021+00:0020:00,17846.44
13.11.2021+00:0021:00,101555.70
13.11.2021+00:0022:00,96284.26
13.11.2021+00:0023:00,93024.82
14.11.2021+00:0000:00,75319.22
14.11.2021+00:0001:00,68257.10
14.11.2021+00:0002:00,76345.34
14.11.2021+00:0003:00,68880.82
14.11.2021+00:0004:00,75812.16
14.11.2021+00:0005:00,76888.58
14.11.2021+00:0006:00,80137.96
14.11.2021+00:0007:00,76113.96
14.11.2021+00:0008:00,84172.02
14.11.2021+00:0009:00,15472.28
14.11.2021+00:0010:00,0.00
14.11.2021+00:0011:00,0.00
14.11.2021+00:0012:00,0.00
