Time,c/kWh
2024-01-21 15:00,5.18
2024-01-21 16:00,5.24
2024-01-21 17:00,5.23
2024-01-21 18:00,5.04
2024-01-21 19:00,5
2024-01-21 20:00,4.93
2024-01-21 21:00,4.89
2024-01-21 22:00,4.87
2024-01-21 23:00,4.91
2024-01-22 00:00,4.19
2024-01-22 01:00,3.98
2024-01-22 02:00,3.35
2024-01-22 03:00,2.9
2024-01-22 04:00,1.21
2024-01-22 05:00,1.22
2024-01-22 06:00,3.07
2024-01-22 07:00,3.82
2024-01-22 08:00,4.71
2024-01-22 09:00,4.69
2024-01-22 10:00,4.67
2024-01-22 11:00,4.52
2024-01-22 12:00,4.42
2024-01-22 13:00,4.38
2024-01-22 14:00,4.22
2024-01-22 15:00,4.13
2024-01-22 16:00,4.35
2024-01-22 17:00,4.51
2024-01-22 18:00,4.66
2024-01-22 19:00,4.61
2024-01-22 20:00,4.53
2024-01-22 21:00,4.48
2024-01-22 22:00,4.17
2024-01-22 23:00,3.82
2024-01-23 00:00,3.45
2024-01-23 01:00,2.55
2024-01-23 02:00,1.81
2024-01-23 03:00,1.72
2024-01-23 04:00,1.11
2024-01-23 05:00,1.86
2024-01-23 06:00,3.27
2024-01-23 07:00,3.78
2024-01-23 08:00,4.23
2024-01-23 09:00,4.76
2024-01-23 10:00,4.41
2024-01-23 11:00,4.3
2024-01-23 12:00,4.02
2024-01-23 13:00,3.89
2024-01-23 14:00,3.91
2024-01-23 15:00,3.9
2024-01-23 16:00,4.19
2024-01-23 17:00,8.64
2024-01-23 18:00,9.08
2024-01-23 19:00,8.87
2024-01-23 20:00,8.44
2024-01-23 21:00,8.09
2024-01-23 22:00,7.09
2024-01-23 23:00,5.65
2024-01-24 00:00,4.71
2024-01-24 01:00,5.8
2024-01-24 02:00,5.52
2024-01-24 03:00,6.79
2024-01-24 04:00,6.66
2024-01-24 05:00,7.48
2024-01-24 06:00,10.52
2024-01-24 07:00,12.05
2024-01-24 08:00,12.28
2024-01-24 09:00,12.03
2024-01-24 10:00,12.28
2024-01-24 11:00,12.13
2024-01-24 12:00,12.09
2024-01-24 13:00,12.28
2024-01-24 14:00,12.01
2024-01-24 15:00,10.68
2024-01-24 16:00,11.59
2024-01-24 17:00,12.06
2024-01-24 18:00,11.96
2024-01-24 19:00,11.37
2024-01-24 20:00,10.49
2024-01-24 21:00,8.65
2024-01-24 22:00,8.46
2024-01-24 23:00,6.15
2024-01-25 00:00,5.37
2024-01-25 01:00,6.03
2024-01-25 02:00,6.04
2024-01-25 03:00,5.89
2024-01-25 04:00,6.03
2024-01-25 05:00,6.18
2024-01-25 06:00,6.92
2024-01-25 07:00,9.81
2024-01-25 08:00,9.92
2024-01-25 09:00,11.63
2024-01-25 10:00,11.16
2024-01-25 11:00,10.97
2024-01-25 12:00,10.34
2024-01-25 13:00,11.19
2024-01-25 14:00,10.85
2024-01-25 15:00,11.21
2024-01-25 16:00,12.01
2024-01-25 17:00,13.16
2024-01-25 18:00,15.76
2024-01-25 19:00,14.76
2024-01-25 20:00,12.84
2024-01-25 21:00,11.88
2024-01-25 22:00,11.52
2024-01-25 23:00,10.51
2024-01-26 00:00,9.91
2024-01-26 01:00,10.51
2024-01-26 02:00,10.42
2024-01-26 03:00,10.39
2024-01-26 04:00,10.51
2024-01-26 05:00,12.29
2024-01-26 06:00,14.97
2024-01-26 07:00,17.29
2024-01-26 08:00,18.68
2024-01-26 09:00,18.14
2024-01-26 10:00,17.43
2024-01-26 11:00,14.73
2024-01-26 12:00,15.92
2024-01-26 13:00,15.59
2024-01-26 14:00,7.12
2024-01-26 15:00,6.7
2024-01-26 16:00,6.65
2024-01-26 17:00,6.97
2024-01-26 18:00,7.7
2024-01-26 19:00,7.31
2024-01-26 20:00,4.75
2024-01-26 21:00,4.01
2024-01-26 22:00,3.78
2024-01-26 23:00,3.61
2024-01-27 00:00,3.32
2024-01-27 01:00,2.99
2024-01-27 02:00,2.85
2024-01-27 03:00,2.78
2024-01-27 04:00,2.82
2024-01-27 05:00,2.88
2024-01-27 06:00,2.93
2024-01-27 07:00,3
2024-01-27 08:00,3.16
2024-01-27 09:00,3.19
2024-01-27 10:00,3.2
2024-01-27 11:00,3.21
2024-01-27 12:00,3.2
2024-01-27 13:00,3.14
2024-01-27 14:00,3.08
2024-01-27 15:00,3.07
2024-01-27 16:00,3.09
2024-01-27 17:00,3.11
2024-01-27 18:00,3.15
2024-01-27 19:00,3.12
2024-01-27 20:00,2.9
2024-01-27 21:00,2.47
2024-01-27 22:00,1.85
2024-01-27 23:00,1.02
2024-01-28 00:00,0.93
2024-01-28 01:00,0.59
2024-01-28 02:00,0.91
2024-01-28 03:00,1.02
2024-01-28 04:00,2.01
2024-01-28 05:00,2.46
2024-01-28 06:00,2.62
2024-01-28 07:00,2.85
2024-01-28 08:00,2.92
2024-01-28 09:00,2.89
2024-01-28 10:00,2.9
2024-01-28 11:00,2.9
2024-01-28 12:00,2.91
2024-01-28 13:00,2.88
2024-01-28 14:00,2.83
2024-01-28 15:00,2.69
2024-01-28 16:00,2.81
2024-01-28 17:00,2.87
2024-01-28 18:00,2.85
2024-01-28 19:00,2.84
2024-01-28 20:00,1.83
2024-01-28 21:00,0.59
2024-01-28 22:00,0.59
2024-01-28 23:00,0.59
2024-01-29 00:00,0.55
2024-01-29 01:00,0.54
2024-01-29 02:00,0.38
2024-01-29 03:00,0.37
2024-01-29 04:00,0.37
2024-01-29 05:00,0.42
2024-01-29 06:00,0.58
2024-01-29 07:00,1.32
2024-01-29 08:00,2.97
2024-01-29 09:00,3.14
2024-01-29 10:00,3.29
2024-01-29 11:00,3.24
2024-01-29 12:00,3.2
2024-01-29 13:00,3.07
2024-01-29 14:00,3.05
2024-01-29 15:00,3.01
2024-01-29 16:00,3.01
2024-01-29 17:00,3.02
2024-01-29 18:00,3.05
2024-01-29 19:00,3.02
2024-01-29 20:00,3.03
2024-01-29 21:00,2.14
2024-01-29 22:00,2.79
2024-01-29 23:00,1.89
2024-01-30 00:00,0.67
2024-01-30 01:00,0.59
2024-01-30 02:00,0.59
2024-01-30 03:00,0.59
2024-01-30 04:00,0.59
2024-01-30 05:00,2.64
2024-01-30 06:00,3.1
2024-01-30 07:00,3.33
2024-01-30 08:00,3.49
2024-01-30 09:00,3.58
2024-01-30 10:00,3.59
2024-01-30 11:00,3.58
2024-01-30 12:00,3.61
2024-01-30 13:00,3.61
2024-01-30 14:00,3.62
2024-01-30 15:00,3.59
2024-01-30 16:00,3.6
2024-01-30 17:00,3.61
2024-01-30 18:00,3.56
2024-01-30 19:00,3.53
2024-01-30 20:00,3.45
2024-01-30 21:00,3.38
2024-01-30 22:00,3.43
2024-01-30 23:00,3.39
2024-01-31 00:00,3.16
2024-01-31 01:00,2.87
2024-01-31 02:00,2.88
2024-01-31 03:00,2.88
2024-01-31 04:00,2.89
2024-01-31 05:00,2.94
2024-01-31 06:00,2.99
2024-01-31 07:00,3.3
2024-01-31 08:00,7.13
2024-01-31 09:00,5.55
2024-01-31 10:00,3.35
2024-01-31 11:00,3.12
2024-01-31 12:00,2.96
2024-01-31 13:00,2.89
2024-01-31 14:00,2.79
2024-01-31 15:00,2.7
2024-01-31 16:00,2.61
2024-01-31 17:00,2.69
2024-01-31 18:00,2.66
2024-01-31 19:00,1.88
2024-01-31 20:00,1.02
2024-01-31 21:00,0.59
2024-01-31 22:00,0.58
2024-01-31 23:00,0.48
2024-02-01 00:00,0.34
2024-02-01 01:00,0.33
2024-02-01 02:00,0.31
2024-02-01 03:00,0.28
2024-02-01 04:00,0.28
2024-02-01 05:00,0.33
2024-02-01 06:00,0.36
2024-02-01 07:00,0.58
2024-02-01 08:00,0.97
2024-02-01 09:00,1.02
2024-02-01 10:00,1.14
2024-02-01 11:00,1.02
2024-02-01 12:00,0.93
2024-02-01 13:00,1.02
2024-02-01 14:00,0.95
2024-02-01 15:00,0.64
2024-02-01 16:00,0.69
2024-02-01 17:00,0.95
2024-02-01 18:00,1.04
2024-02-01 19:00,0.9
2024-02-01 20:00,0.85
2024-02-01 21:00,0.59
2024-02-01 22:00,0.59
2024-02-01 23:00,0.59
2024-02-02 00:00,0.59
2024-02-02 01:00,0.38
2024-02-02 02:00,0.37
2024-02-02 03:00,0.37
2024-02-02 04:00,0.38
2024-02-02 05:00,0.58
2024-02-02 06:00,0.59
2024-02-02 07:00,3.1
2024-02-02 08:00,3.48
2024-02-02 09:00,3.66
2024-02-02 10:00,3.74
2024-02-02 11:00,3.81
2024-02-02 12:00,3.74
2024-02-02 13:00,3.63
2024-02-02 14:00,3.48
2024-02-02 15:00,3.43
2024-02-02 16:00,3.44
2024-02-02 17:00,3.2
2024-02-02 18:00,3.16
2024-02-02 19:00,2.92
2024-02-02 20:00,2.39
2024-02-02 21:00,1.96
2024-02-02 22:00,1.51
2024-02-02 23:00,0.69
2024-02-03 00:00,0.59
2024-02-03 01:00,0.47
2024-02-03 02:00,0.41
2024-02-03 03:00,0.37
2024-02-03 04:00,0.34
2024-02-03 05:00,0.34
2024-02-03 06:00,0.36
2024-02-03 07:00,0.54
2024-02-03 08:00,0.58
2024-02-03 09:00,0.59
2024-02-03 10:00,0.85
2024-02-03 11:00,0.86
2024-02-03 12:00,0.59
2024-02-03 13:00,0.59
2024-02-03 14:00,0.59
2024-02-03 15:00,0.59
2024-02-03 16:00,0.65
2024-02-03 17:00,1.01
2024-02-03 18:00,1.87
2024-02-03 19:00,1.88
2024-02-03 20:00,1.02
2024-02-03 21:00,0.6
2024-02-03 22:00,0.77
2024-02-03 23:00,0.59
2024-02-04 00:00,0.59
2024-02-04 01:00,0.58
2024-02-04 02:00,0.58
2024-02-04 03:00,0.58
2024-02-04 04:00,0.59
2024-02-04 05:00,0.59
2024-02-04 06:00,0.58
2024-02-04 07:00,0.59
2024-02-04 08:00,0.72
2024-02-04 09:00,1.69
2024-02-04 10:00,1.81
2024-02-04 11:00,1.94
2024-02-04 12:00,2.18
2024-02-04 13:00,2.3
2024-02-04 14:00,1.78
2024-02-04 15:00,2.2
2024-02-04 16:00,2.54
2024-02-04 17:00,3.33
2024-02-04 18:00,4.96
2024-02-04 19:00,5.16
2024-02-04 20:00,4.97
2024-02-04 21:00,4.19
2024-02-04 22:00,3.63
2024-02-04 23:00,3.62
2024-02-05 00:00,3.22
2024-02-05 01:00,2.05
2024-02-05 02:00,1.91
2024-02-05 03:00,1.79
2024-02-05 04:00,1.21
2024-02-05 05:00,1.46
2024-02-05 06:00,5.72
2024-02-05 07:00,8.04
2024-02-05 08:00,9.96
2024-02-05 09:00,9.12
2024-02-05 10:00,7.64
2024-02-05 11:00,7.15
2024-02-05 12:00,6.02
2024-02-05 13:00,6.54
2024-02-05 14:00,6.61
2024-02-05 15:00,7.28
2024-02-05 16:00,7.51
2024-02-05 17:00,8.12
2024-02-05 18:00,9.08
2024-02-05 19:00,9.12
2024-02-05 20:00,8.26
2024-02-05 21:00,8.09
2024-02-05 22:00,7.99
2024-02-05 23:00,7.57
2024-02-06 00:00,7.07
2024-02-06 01:00,7.26
2024-02-06 02:00,7.18
2024-02-06 03:00,7.19
2024-02-06 04:00,7.19
2024-02-06 05:00,9.22
2024-02-06 06:00,31.58
2024-02-06 07:00,15.47
2024-02-06 08:00,24.4
2024-02-06 09:00,16.27
2024-02-06 10:00,18.76
2024-02-06 11:00,12.99
2024-02-06 12:00,12.99
2024-02-06 13:00,12.99
2024-02-06 14:00,12.99
2024-02-06 15:00,13
2024-02-06 16:00,15.47
2024-02-06 17:00,25.39
2024-02-06 18:00,31.58
2024-02-06 19:00,21.68
2024-02-06 20:00,19.81
2024-02-06 21:00,12.52
2024-02-06 22:00,15.47
2024-02-06 23:00,15.47
2024-02-07 00:00,11.75
2024-02-07 01:00,8.77
2024-02-07 02:00,8.56
2024-02-07 03:00,8.1
2024-02-07 04:00,8.65
2024-02-07 05:00,10.51
2024-02-07 06:00,14.23
2024-02-07 07:00,19.81
2024-02-07 08:00,17.78
2024-02-07 09:00,16.05
2024-02-07 10:00,15.78
2024-02-07 11:00,15.63
2024-02-07 12:00,16.35
2024-02-07 13:00,18.76
2024-02-07 14:00,15.26
2024-02-07 15:00,16.26
2024-02-07 16:00,19.29
2024-02-07 17:00,16.78
2024-02-07 18:00,17.22
2024-02-07 19:00,17.75
2024-02-07 20:00,14.19
2024-02-07 21:00,12.98
2024-02-07 22:00,12.81
2024-02-07 23:00,12.44
2024-02-08 00:00,12.38
2024-02-08 01:00,13.28
2024-02-08 02:00,11.62
2024-02-08 03:00,10.51
2024-02-08 04:00,9.54
2024-02-08 05:00,11.69
2024-02-08 06:00,17.15
2024-02-08 07:00,17.3
2024-02-08 08:00,16.91
2024-02-08 09:00,17.18
2024-02-08 10:00,14.67
2024-02-08 11:00,12.72
2024-02-08 12:00,11.98
2024-02-08 13:00,13.09
2024-02-08 14:00,15.9
2024-02-08 15:00,16.31
2024-02-08 16:00,16.71
2024-02-08 17:00,15.89
2024-02-08 18:00,17.06
2024-02-08 19:00,16.42
