Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP,RRS,NSPIN,CROSSBORDER
2024-01-01,00:00,N,38.37,55.0,54.5,20.0,21672.6
2024-01-01,01:00,N,28.46,53.86999,54.5,0.0,0.0
2024-01-01,02:00,N,26.66,53.86999,54.5,0.0,0.0
2024-01-01,03:00,N,24.48,24.48,54.5,0.0,0.0
2024-01-01,04:00,N,24.01,36.0,54.5,0.0,0.0
2024-01-01,05:00,N,21.23,36.0,54.5,25.0,0.0
2024-01-01,06:00,N,22.62,40.10999,54.5,28.0,0.0
2024-01-01,07:00,N,25.04,44.0,54.5,29.0,0.0
2024-01-01,08:00,N,26.24,44.0,54.5,23.69999,0.0
2024-01-01,09:00,N,32.21,44.0,52.47299,20.0,0.0
2024-01-01,10:00,N,41.34,48.0,52.588,19.0,0.0
2024-01-01,11:00,N,43.51,43.50999,54.5,19.89999,0.0
2024-01-01,12:00,N,58.64,60.0,51.2,19.0,38269.0
2024-01-01,13:00,N,61.14,61.14,49.5,19.0,41282.5
2024-01-01,14:00,N,60.34,71.0,49.5,19.0,34545.0
2024-01-01,15:00,N,77.56,77.56,49.5,20.8,66027.5
2024-01-01,16:00,N,68.4,71.0,49.5,19.0,21878.5
2024-01-01,17:00,N,74.16,156.0,49.5,20.5,22466.5
2024-01-01,18:00,N,65.01,156.0,48.29999,19.0,8011.5
2024-01-01,19:00,N,55.91,156.0,51.7,22.69999,2058.0
2024-01-01,20:00,N,48.15,54.0,50.0,19.3,343.0
2024-01-01,21:00,N,64.94,97.0,50.0,19.0,51487.8
2024-01-01,22:00,N,53.6,88.0,50.0,19.3,20664.0
2024-01-01,23:00,N,43.99,43.99,50.0,19.8,14735.4
2024-01-02,00:00,N,55.5,55.5,51.2,20.5,42875.0
2024-01-02,01:00,N,49.94,49.93999,51.2,0.0,40131.0
2024-01-02,02:00,N,47.26,97.0,51.2,0.0,37313.5
2024-01-02,03:00,N,53.5,157.0,51.2,0.0,51964.5
2024-01-02,04:00,N,76.48,165.0,51.2,0.0,97461.0
2024-01-02,05:00,N,180.05,190.05,56.2,28.3,338908.5
2024-01-02,06:00,N,250.01,250.00999,62.89999,37.79999,490025.2
2024-01-02,07:00,N,483.08,483.07999,62.89999,46.0,1035365.2
2024-01-02,08:00,N,300.07,300.06999,62.89999,49.0,571936.0
2024-01-02,09:00,N,250.01,250.00999,62.89999,49.0,448716.0
2024-01-02,10:00,N,241.94,241.94,62.89999,49.0,422022.4
2024-01-02,11:00,N,159.47,159.47,62.89999,49.0,209669.2
2024-01-02,12:00,N,149.99,149.99,64.5,49.0,175265.2
2024-01-02,13:00,N,149.99,149.99,64.5,60.0,173532.8
2024-01-02,14:00,N,165.8,165.8,62.89999,49.0,211206.4
2024-01-02,15:00,N,250.02,250.02,62.89999,49.0,414946.4
2024-01-02,16:00,N,226.21,226.21,62.89999,60.0,353190.0
2024-01-02,17:00,N,196.9,196.9,62.89999,49.0,284151.0
2024-01-02,18:00,N,250.01,260.0,62.89999,24.0,428897.0
2024-01-02,19:00,N,196.91,205.0,62.89999,44.39999,327638.5
2024-01-02,20:00,N,105.7,105.7,62.89999,21.8,119045.5
2024-01-02,21:00,N,149.52,149.52,62.89999,21.8,249640.8
2024-01-02,22:00,N,90.38,265.0,62.89999,30.69999,121499.4
2024-01-02,23:00,N,86.69,286.69999,61.2,21.8,118916.4
2024-01-03,00:00,N,49.08,265.0,57.5,18.14999,20286.0
2024-01-03,01:00,N,56.76,256.8,55.405,0.0,42997.5
2024-01-03,02:00,N,56.11,180.0,55.405,0.0,45937.5
2024-01-03,03:00,N,57.96,57.96,55.405,0.0,53385.5
2024-01-03,04:00,N,70.17,105.0,55.39399,0.0,78302.0
2024-01-03,05:00,N,86.7,150.0,56.5,40.0,108094.0
2024-01-03,06:00,N,118.79,178.8,59.79999,50.6,169907.5
2024-01-03,07:00,N,131.51,250.0,66.5,83.0,191051.0
2024-01-03,08:00,N,132.95,295.0,66.5,83.0,170201.5
2024-01-03,09:00,N,128.81,280.0,66.5,52.0,156359.0
2024-01-03,10:00,N,98.93,299.0,66.5,50.0,94913.0
2024-01-03,11:00,N,129.91,500.0,66.5,50.0,171377.5
2024-01-03,12:00,N,118.79,600.0,66.5,52.0,144525.5
2024-01-03,13:00,N,97.05,800.0,66.5,50.0,93565.5
2024-01-03,14:00,N,96.19,800.0,66.5,50.0,76440.0
2024-01-03,15:00,N,119.02,1000.0,66.5,52.0,122965.5
2024-01-03,16:00,N,129.91,600.0,66.5,50.0,137984.0
2024-01-03,17:00,N,147.62,455.0,66.5,50.0,160083.0
2024-01-03,18:00,N,118.8,500.0,66.5,52.0,87783.5
2024-01-03,19:00,N,99.12,500.0,64.79999,30.0,49220.5
2024-01-03,20:00,N,85.82,3000.0,64.79999,30.0,30845.5
2024-01-03,21:00,N,99.95,685.0,59.076,52.0,80048.4
2024-01-03,22:00,N,86.97,500.0,59.1,27.5,54046.2
2024-01-03,23:00,N,58.4,300.0,57.005,25.0,688.8
2024-01-04,00:00,N,129.25,500.0,55.79999,19.5,172470.3
2024-01-04,01:00,N,106.34,250.0,55.79999,0.0,128949.3
2024-01-04,02:00,N,94.42,160.0,55.79999,0.0,97751.1
2024-01-04,03:00,N,97.79,250.0,55.79999,0.0,104181.45
2024-01-04,04:00,N,121.44,455.0,54.79999,0.0,154499.55
2024-01-04,05:00,N,180.21,455.0,58.2,35.0,295991.7
2024-01-04,06:00,N,300.0,455.0,58.89999,61.6,655814.37
2024-01-04,07:00,N,379.25,579.0,59.89999,80.0,719392.35
2024-01-04,08:00,N,299.99,694.0,59.89999,106.0,509831.4
2024-01-04,09:00,N,300.0,722.0,64.9,72.0,503181.0
2024-01-04,10:00,N,300.07,1500.0,64.9,72.0,508780.05
2024-01-04,11:00,N,300.0,1500.0,64.9,50.0,512472.0
2024-01-04,12:00,N,299.99,3000.0,64.9,72.0,521518.5
2024-01-04,13:00,N,296.18,3000.0,64.9,50.0,513987.9
2024-01-04,14:00,N,299.99,1800.0,64.9,52.0,508266.6
2024-01-04,15:00,N,362.14,500.0,64.9,72.0,644306.4
2024-01-04,16:00,N,300.0,480.0,64.9,73.0,474990.15
2024-01-04,17:00,N,299.99,2000.0,64.9,50.0,407728.2
2024-01-04,18:00,N,249.96,1000.0,64.9,72.0,257482.95
2024-01-04,19:00,N,203.72,500.0,64.9,50.0,196989.75
2024-01-04,20:00,N,149.99,500.0,66.5,35.0,117195.45
2024-01-04,21:00,N,150.0,1500.0,66.5,27.39999,125836.05
2024-01-04,22:00,N,143.09,1500.0,67.5,21.0,118644.45
2024-01-04,23:00,N,111.11,300.0,60.79999,20.0,54474.6
2024-01-05,00:00,N,169.99,300.0,49.89999,28.1,206229.9
2024-01-05,01:00,N,78.0,150.06999,49.89999,0.0,163766.1
2024-01-05,02:00,N,71.0,150.06,49.89999,0.0,171296.7
2024-01-05,03:00,N,71.0,150.06999,49.89999,0.0,170905.5
2024-01-05,04:00,N,150.09,150.09,49.89999,0.0,165282.0
2024-01-05,05:00,N,350.0,595.0,51.6,32.2,640247.7
2024-01-05,06:00,N,90.0,999.94,62.89999,60.0,2185505.25
2024-01-05,07:00,N,105.0,1478.91,62.89999,143.69999,3253632.75
2024-01-05,08:00,N,150.0,1251.67,57.89999,218.5,2453430.0
2024-01-05,09:00,N,150.0,1000.0,53.5,70.0,1849360.05
2024-01-05,10:00,N,150.0,999.98,53.5,120.0,1819373.4
2024-01-05,11:00,N,180.0,800.0,53.5,110.0,1439836.05
2024-01-05,12:00,N,124.0,999.90999,53.5,116.0,1947760.35
2024-01-05,13:00,N,105.0,899.05999,53.5,120.0,1716585.6
2024-01-05,14:00,N,105.0,999.97,53.5,120.0,1961158.95
2024-01-05,15:00,N,105.0,1696.30999,51.558,120.0,3414124.65
2024-01-05,16:00,N,105.0,1758.0,51.558,221.59999,3198940.2
2024-01-05,17:00,N,105.0,1478.95,51.557,124.0,2329351.5
2024-01-05,18:00,N,105.0,1896.0,51.558,120.0,3780092.25
2024-01-05,19:00,N,105.0,1754.0,51.558,70.0,3843760.05
2024-01-05,20:00,N,105.0,990.09,53.5,40.0,2054998.05
2024-01-05,21:00,N,105.0,749.95,53.5,62.89999,1557782.85
2024-01-05,22:00,N,98.6,300.00999,53.5,40.0,488779.95
2024-01-05,23:00,N,99.0,200.0,51.5,33.2,261932.85
2024-01-06,00:00,N,111.19,111.19,52.79999,53.79999,65511.9
2024-01-06,01:00,N,113.98,113.98,52.79999,0.0,76642.2
2024-01-06,02:00,N,110.62,110.62,52.79999,0.0,71189.1
2024-01-06,03:00,N,113.51,113.51,52.79999,0.0,78011.7
2024-01-06,04:00,N,141.69,141.69,52.79999,0.0,147308.4
2024-01-06,05:00,N,156.85,156.84999,52.79999,80.9,181072.8
2024-01-06,06:00,N,132.92,132.91999,52.79999,79.4,120615.6
2024-01-06,07:00,N,147.75,147.75,51.2,118.0,150196.8
2024-01-06,08:00,N,181.87,181.87,52.89999,200.59999,226590.0
2024-01-06,09:00,N,82.0,184.0,57.89999,123.9,221659.8
2024-01-06,10:00,N,82.0,176.37,62.89999,150.0,189140.4
2024-01-06,11:00,N,176.81,176.81,53.5,150.0,182168.4
2024-01-06,12:00,N,178.09,178.09,53.5,129.09999,188642.4
2024-01-06,13:00,N,161.34,161.34,53.5,128.69999,158339.1
2024-01-06,14:00,N,184.0,184.0,53.5,134.9,220340.1
2024-01-06,15:00,N,200.0,200.0,53.5,150.0,252735.0
2024-01-06,16:00,N,299.99,299.99,53.5,231.09999,473075.1
2024-01-06,17:00,N,244.45,244.44999,53.5,256.1,314188.2
2024-01-06,18:00,N,200.0,200.0,53.5,226.8,231719.4
2024-01-06,19:00,N,119.0,179.78,53.5,136.0,192999.9
2024-01-06,20:00,N,102.4,164.50999,55.1,119.7,173129.7
2024-01-06,21:00,N,90.0,176.16999,55.1,130.19999,212994.6
2024-01-06,22:00,N,99.0,159.15,55.1,122.3,173826.9
2024-01-06,23:00,N,82.0,120.76,54.5,101.2,94520.4
2024-01-07,00:00,N,87.2,93.70999,53.1,39.0,11814.009999999998
2024-01-07,01:00,N,128.69,128.69,64.5,0.0,114650.4
2024-01-07,02:00,N,104.0,104.0,64.5,0.0,61454.4
2024-01-07,03:00,N,93.2,142.19999,64.5,0.0,38861.6
2024-01-07,04:00,N,93.19,300.0,64.5,0.0,40424.0
2024-01-07,05:00,N,93.19,495.0,64.5,30.0,39109.6
2024-01-07,06:00,N,84.99,495.0,64.5,30.0,16219.2
2024-01-07,07:00,N,96.89,495.0,53.1,35.0,40969.6
2024-01-07,08:00,N,93.2,293.0,53.1,32.6,22295.2
2024-01-07,09:00,N,118.35,300.0,53.1,35.0,76334.4
2024-01-07,10:00,N,97.53,350.0,53.1,38.79999,19294.4
2024-01-07,11:00,N,93.19,400.0,53.1,41.1,13676.8
