Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP,RRS,NSPIN,CROSSBORDER
2022-01-08,13:00,N,156.06999,170.0,89.09999,37.88,163963.8
2022-01-08,14:00,N,156.18,156.18,89.09999,37.88,163856.0
2022-01-08,15:00,N,173.88,205.0,89.09999,39.74,208778.6
2022-01-08,16:00,N,182.94,182.94,85.5,36.78,230347.2
2022-01-08,17:00,N,145.0,189.9,85.5,36.78,214060.0
2022-01-08,18:00,N,182.94,182.94,85.5,39.74,218202.4
2022-01-08,19:00,N,149.96,149.96,89.09999,37.28,164870.4
2022-01-08,20:00,N,145.06,145.06,88.79999,29.23999,194272.6
2022-01-08,21:00,N,160.03999,160.03999,88.09999,31.42,234734.8
2022-01-08,22:00,N,126.06,126.06,83.0,31.42,140950.4
2022-01-08,23:00,N,114.11,114.11,80.4,31.42,125491.6
2022-01-09,00:00,N,85.03,85.03,71.59999,29.6,51097.2
2022-01-09,01:00,N,84.4,84.4,71.59999,0.0,50589.0
2022-01-09,02:00,N,82.73999,82.73999,71.59999,0.0,49769.8
2022-01-09,03:00,N,84.5,84.5,71.59999,0.0,84158.8
2022-01-09,04:00,N,110.19,110.19,71.59999,0.0,166866.0
2022-01-09,05:00,N,120.02,120.02,68.09999,42.78,190101.2
2022-01-09,06:00,N,120.0,169.0,68.09999,42.71999,158909.8
2022-01-09,07:00,N,119.92,119.92,79.0,44.35999,144939.8
2022-01-09,08:00,N,97.26,97.26,82.5,44.21999,65373.0
2022-01-09,09:00,N,119.97,119.97,79.0,39.21999,97328.0
2022-01-09,10:00,N,134.96,156.0,79.0,38.71999,120705.2
2022-01-09,11:00,N,149.4,156.0,88.4,38.79999,147978.0
2022-01-09,12:00,N,165.13,248.72,88.4,36.38,180635.8
2022-01-09,13:00,N,165.06,234.0,88.4,36.38,183450.8
2022-01-09,14:00,N,170.09,264.88,88.4,36.38,197446.4
2022-01-09,15:00,N,182.91,254.77,84.79999,36.38,228246.6
2022-01-09,16:00,N,190.96,410.0,84.79999,36.38,216195.4
2022-01-09,17:00,N,223.3,295.77999,84.79999,36.38,260106.0
2022-01-09,18:00,N,243.19,295.77999,84.79999,36.38,290305.4
2022-01-09,19:00,N,209.65,268.88999,84.79999,39.07999,238315.0
2022-01-09,20:00,N,155.06999,168.0,88.4,29.53999,154107.8
2022-01-09,21:00,N,171.18,171.18,88.4,31.89999,190289.8
2022-01-09,22:00,N,170.03,170.03,88.4,30.12,200380.2
2022-01-09,23:00,N,144.78999,190.0,83.9,31.89999,136490.2
2022-01-10,00:00,N,144.28,155.0,68.09999,45.92,137302.2
2022-01-10,01:00,N,127.0,152.5,68.09999,0.0,128091.6
2022-01-10,02:00,N,121.5,133.81,68.09999,0.0,122461.2
2022-01-10,03:00,N,121.5,136.44,68.09999,0.0,127540.8
2022-01-10,04:00,N,121.5,142.99,68.09999,0.0,137669.4
2022-01-10,05:00,N,130.0,366.0,64.5,59.35699,236027.1
2022-01-10,06:00,N,248.5,248.5,66.9,57.78,317238.0
2022-01-10,07:00,N,299.94999,299.94999,87.2,55.0,371438.1
2022-01-10,08:00,N,313.92,313.92,87.09999,0.0,386829.9
2022-01-10,09:00,N,315.0,315.0,86.7,0.0,396224.1
2022-01-10,10:00,N,310.41,310.41,86.5,0.0,392307.3
2022-01-10,11:00,N,310.07999,310.07999,85.29999,0.0,392888.7
2022-01-10,12:00,N,300.0,300.0,86.79999,0.0,378843.3
2022-01-10,13:00,N,297.00999,297.00999,86.9,0.0,376242.3
2022-01-10,14:00,N,180.0,299.95999,85.4,0.0,381520.8
2022-01-10,15:00,N,144.0,306.44999,86.29999,0.0,392215.5
2022-01-10,16:00,N,166.58,380.0,86.5,0.0,388543.5
2022-01-10,17:00,N,315.47,396.61,81.5,55.0,410193.0
2022-01-10,18:00,N,310.81999,311.31999,78.9,55.0,405098.1
2022-01-10,19:00,N,294.98,376.44999,72.29999,47.0,382561.2
2022-01-10,20:00,N,261.02999,261.52999,71.29999,30.0,332545.5
2022-01-10,21:00,N,242.22999,242.22999,71.29999,58.83299,306183.6
2022-01-10,22:00,N,211.83,211.83,71.29999,59.475,260987.4
2022-01-10,23:00,N,141.0,150.09,72.09999,38.68,168728.4
2022-01-11,00:00,N,142.0,154.5,67.7,29.19999,174328.5
2022-01-11,01:00,N,143.75999,155.0,67.7,0.0,168392.0
2022-01-11,02:00,N,140.21,150.0,67.7,0.0,163556.0
2022-01-11,03:00,N,139.97,150.0,67.7,0.0,163308.0
2022-01-11,04:00,N,141.56,141.56,70.29999,0.0,166594.0
2022-01-11,05:00,N,147.09999,162.5,80.0,48.456,230827.16
2022-01-11,06:00,N,151.88999,201.66999,82.7,46.93099,254875.0
2022-01-11,07:00,N,201.93,228.09999,86.09999,59.767,281469.04
2022-01-11,08:00,N,213.06,253.0,89.7,59.28199,288141.36
2022-01-11,09:00,N,196.21,196.21,89.7,57.767,279175.16
2022-01-11,10:00,N,198.24,198.24,89.7,58.5,281348.2
2022-01-11,11:00,N,144.0,191.02,89.7,56.1,273044.96
2022-01-11,12:00,N,144.0,158.36,87.79999,43.7,257692.32
2022-01-11,13:00,N,141.5,157.59999,87.79999,45.64999,257184.68
2022-01-11,14:00,N,141.5,157.66999,89.7,45.64999,256585.36
2022-01-11,15:00,N,145.0,158.56,89.7,45.64999,252537.1
2022-01-11,16:00,N,160.61,161.11,89.7,45.6,253562.62
2022-01-11,17:00,N,173.63,173.63,89.7,51.96699,259927.1
2022-01-11,18:00,N,150.0,168.02,84.79999,47.267,258900.38
2022-01-11,19:00,N,150.0,157.99,89.7,36.2,254371.72
2022-01-11,20:00,N,141.0,153.78,88.7,38.47999,248981.36
2022-01-11,21:00,N,141.0,153.63,80.9,34.52,182760.5
2022-01-11,22:00,N,141.0,150.56,76.7,34.52,180156.5
2022-01-11,23:00,N,140.0,143.06999,71.4,41.84,171853.5
2022-01-12,00:00,N,24.62,125.0,72.7,29.32,125186.4
2022-01-12,01:00,N,24.26,135.0,71.0,0.0,162275.52
2022-01-12,02:00,N,24.98999,124.0,72.29999,0.0,162205.91999999998
2022-01-12,03:00,N,23.46999,100.0,72.29999,0.0,118465.6
2022-01-12,04:00,N,30.71,30.71,71.0,0.0,161728.72
2022-01-12,05:00,N,99.96999,99.96999,82.59999,44.844,215583.28
2022-01-12,06:00,N,119.59,144.0,87.5,56.64399,240159.46
2022-01-12,07:00,N,146.56,150.0,87.5,59.024,259913.83999999997
2022-01-12,08:00,N,148.59999,156.5,87.5,58.954,263477.82
2022-01-12,09:00,N,119.91,155.0,87.09999,54.20799,253271.30000000002
2022-01-12,10:00,N,119.91,119.91,87.09999,54.20799,252939.12
2022-01-12,11:00,N,119.93,119.93,85.79999,54.20799,252237.46000000002
2022-01-12,12:00,N,119.95999,119.95999,85.79999,49.837,250734.5
2022-01-12,13:00,N,109.92,109.92,89.29999,48.875,238968.32
2022-01-12,14:00,N,103.11,103.11,90.59999,47.125,235843.88
2022-01-12,15:00,N,103.18,103.18,88.29999,47.125,242083.36
2022-01-12,16:00,N,111.59,111.59,88.29999,49.45799,247083.5
2022-01-12,17:00,N,104.66,145.0,87.09999,47.70799,245737.94
2022-01-12,18:00,N,110.0,145.0,88.29999,42.24199,140652.65999999997
2022-01-12,19:00,N,82.31,144.0,88.7,34.24,101172.28
2022-01-12,20:00,N,21.01,125.0,87.09999,33.64,181264.56
2022-01-12,21:00,N,20.14,20.14,74.0,33.03999,174101.76
2022-01-12,22:00,N,18.12,18.12,74.0,32.43999,113598.96
2022-01-12,23:00,N,9.46,13.61999,71.59999,31.71999,74625.2
2022-01-13,00:00,N,9.0,13.09,71.0,34.167,106547.92
2022-01-13,01:00,N,9.0,11.4,71.0,0.0,91074.24
2022-01-13,02:00,N,7.57,10.57,71.0,0.0,85069.68
2022-01-13,03:00,N,1.0,10.47,71.0,0.0,84500.72
2022-01-13,04:00,N,1.0,10.85999,71.0,0.0,83027.52
2022-01-13,05:00,N,1.0,13.23,71.0,44.03099,89225.12
2022-01-13,06:00,N,11.81,20.62,79.5,51.825,188805.86
2022-01-13,07:00,N,15.0,21.01,87.7,53.813,197337.68
2022-01-13,08:00,N,25.62999,25.62999,87.7,51.381,174618.0
2022-01-13,09:00,N,25.62,29.94999,87.7,47.99199,174000.16
2022-01-13,10:00,N,25.60999,29.94999,87.7,49.567,156941.52
2022-01-13,11:00,N,24.21999,24.21999,89.59999,49.23299,148275.04
2022-01-13,12:00,N,21.41,21.41,89.59999,46.89999,133217.92
2022-01-13,13:00,N,18.21999,26.0,89.59999,43.95,117764.56
2022-01-13,14:00,N,17.68,17.68,89.59999,49.758,155783.28
2022-01-13,15:00,N,18.82,18.82,89.59999,48.25,180848.0
2022-01-13,16:00,N,19.66,19.66,89.59999,48.42499,180025.04
2022-01-13,17:00,N,36.29999,36.29999,89.0,49.383,166444.64
2022-01-13,18:00,N,23.66,23.66,89.59999,47.99199,180844.66
2022-01-13,19:00,N,19.82,19.82,87.7,37.0,179852.32
2022-01-13,20:00,N,18.05999,18.05999,84.29999,31.96,159461.2
2022-01-13,21:00,N,17.94,17.94,83.7,41.84199,116379.92
2022-01-13,22:00,N,14.92,14.92,76.59999,36.917,97007.68
2022-01-13,23:00,N,11.49,11.49,71.0,36.25,86959.44
2022-01-14,00:00,N,14.93,14.93,70.0,34.67499,75864.72
2022-01-14,01:00,N,8.5,12.56,70.0,0.0,0.0
2022-01-14,02:00,N,8.4,11.4,70.0,0.0,19161.76
2022-01-14,03:00,N,6.71999,11.42,70.0,0.0,0.0
2022-01-14,04:00,N,6.71999,13.18,70.0,0.0,0.0
2022-01-14,05:00,N,6.0,49.89999,85.29999,45.869,132448.32
2022-01-14,06:00,N,10.0,66.87,85.59999,47.613,153840.06
2022-01-14,07:00,N,90.21999,90.21999,88.59999,50.975,180468.02
2022-01-14,08:00,N,71.64,71.64,87.5,54.76899,165841.52000000002
2022-01-14,09:00,N,68.73,68.73,89.5,47.35799,198905.47999999998
2022-01-14,10:00,N,75.20999,75.20999,89.5,45.25,175322.06
2022-01-14,11:00,N,76.84999,76.84999,90.79999,42.39999,125041.72
2022-01-14,12:00,N,68.37999,68.37999,90.79999,44.667,121364.56
2022-01-14,13:00,N,52.07,52.07,90.79999,46.33299,87034.14
2022-01-14,14:00,N,52.09,52.09,89.5,45.508,105361.76000000001
2022-01-14,15:00,N,70.0,70.0,82.09999,51.917,189631.96
2022-01-14,16:00,N,119.5,133.69,73.59999,59.325,178540.4
2022-01-14,17:00,N,141.68,141.68,72.29999,54.338,191335.9
2022-01-14,18:00,N,140.8,140.8,72.59999,57.42,190017.1
2022-01-14,19:00,N,70.01999,70.01999,88.0,35.0,131465.86
2022-01-14,20:00,N,15.5,45.45,91.29999,33.6,118110.82
2022-01-14,21:00,N,15.5,44.21,87.0,34.75999,38857.5
2022-01-14,22:00,N,15.5,49.93999,82.59999,33.56,59521.74
2022-01-14,23:00,N,20.46999,20.46999,73.29999,32.53999,63700.98
2022-01-15,00:00,N,17.27,17.27,70.29999,28.6,0.0
2022-01-15,01:00,N,12.5,16.78999,70.29999,0.0,77429.36
2022-01-15,02:00,N,12.5,16.73999,70.29999,0.0,78486.0
2022-01-15,03:00,N,12.5,17.35,70.29999,0.0,76840.08
2022-01-15,04:00,N,18.6,18.6,70.29999,0.0,74589.64
2022-01-15,05:00,N,24.32999,24.32999,71.0,41.92,42066.64
2022-01-15,06:00,N,39.22999,39.22999,72.29999,37.92,86078.72
2022-01-15,07:00,N,54.88,54.88,88.2,42.79999,159203.24
2022-01-15,08:00,N,63.18999,63.18999,85.2,43.6,181238.04
2022-01-15,09:00,N,69.31,69.31,87.7,41.82,238833.96000000002
2022-01-15,10:00,N,69.53,69.53,87.9,41.06,250466.44
2022-01-15,11:00,N,74.34,74.34,88.2,43.18,245605.56
2022-01-15,12:00,N,80.59999,80.59999,88.2,42.6,190336.16
2022-01-15,13:00,N,95.0,95.0,89.9,48.56,187676.44
2022-01-15,14:00,N,66.0,149.94,79.5,48.97999,198457.56
2022-01-15,15:00,N,179.91,179.91,77.29999,48.97999,244767.6
2022-01-15,16:00,N,151.5,220.88999,76.4,49.56,309216.6
2022-01-15,17:00,N,168.0,253.75999,72.0,52.53999,360483.2
2022-01-15,18:00,N,209.84,209.99,72.9,47.79999,293169.8
2022-01-15,19:00,N,136.0,153.66999,75.79999,37.0,207484.2
2022-01-15,20:00,N,130.5,144.94999,77.29999,37.0,194733.0
2022-01-15,21:00,N,-0.5,135.00999,86.09999,36.82,205769.64
2022-01-15,22:00,N,2.5,110.48,87.7,34.84,214364.83999999997
2022-01-15,23:00,N,1.0,34.96999,87.7,31.87999,112366.4
2022-01-16,00:00,N,1.0,18.05,72.0,26.23999,93482.16
2022-01-16,01:00,N,16.96999,16.96999,70.29999,0.0,74452.48
2022-01-16,02:00,N,16.53999,16.53999,70.29999,0.0,72440.8
2022-01-16,03:00,N,16.0,16.0,70.29999,0.0,73660.0
2022-01-16,04:00,N,11.94,16.94,70.29999,0.0,73609.2
2022-01-16,05:00,N,12.0,17.98999,70.29999,28.69999,73365.36
2022-01-16,06:00,N,12.0,17.96999,70.29999,30.457,72755.76
2022-01-16,07:00,N,18.57999,80.0,75.0,30.657,70805.04
2022-01-16,08:00,N,16.85,80.0,78.0,30.69999,96103.44
2022-01-16,09:00,N,17.46,80.0,81.9,31.72899,113792.0
2022-01-16,10:00,N,17.53,66.0,81.9,30.72899,110195.36
2022-01-16,11:00,N,16.46999,16.46999,78.9,37.057,117205.76
2022-01-16,12:00,N,16.28999,16.28999,78.9,39.057,125719.84
2022-01-16,13:00,N,17.39,17.39,78.9,37.89999,94376.24
2022-01-16,14:00,N,17.27,17.27,82.7,40.457,83586.32
2022-01-16,15:00,N,17.51,30.0,85.7,39.89999,96194.88
2022-01-16,16:00,N,23.96999,30.0,85.7,43.15999,101018.08
2022-01-16,17:00,N,30.84,30.84,85.7,41.46,114388.48
2022-01-16,18:00,N,23.96,25.32,85.7,39.06,97093.04
2022-01-16,19:00,N,19.39,22.39999,85.7,32.02,79349.6
2022-01-16,20:00,N,17.96,17.96,88.7,30.35999,73334.88
2022-01-16,21:00,N,18.34,18.34,88.7,31.23999,80010.0
2022-01-16,22:00,N,17.19999,17.19999,87.7,29.71999,77876.4
2022-01-16,23:00,N,13.19999,150.0,72.59999,30.14999,75184.0
2022-01-17,00:00,N,48.95,150.0,70.0,28.14999,93500.0
2022-01-17,01:00,N,12.35999,110.0,70.0,0.0,56127.5
2022-01-17,02:00,N,15.94,15.94,70.0,0.0,10752.5
2022-01-17,03:00,N,10.09,10.09,70.0,0.0,0.0
2022-01-17,04:00,N,8.75999,17.94,78.09999,0.0,34382.66
2022-01-17,05:00,N,57.5,57.5,78.09999,38.125,128428.76
2022-01-17,06:00,N,59.85,59.85,82.09999,43.18099,155763.54
2022-01-17,07:00,N,67.57999,67.57999,82.09999,46.444,107969.5
2022-01-17,08:00,N,70.48,70.48,79.09999,56.725,156084.64
